acronym_,expansion,id,text
PSD,power spectral density,TS-626,"The data were segmented into multiple window sizes , and to extract frequency domain features , PSD was calculated only for the band (   Hz ) ."
MKP-1,map kinase phosphatase,TS-627,MAP map kinase cascades are crucial ST pathways in the regulation of the host inflammatory response to infection MKP-1 mkp an archetypal member of the mkp family plays a pivotal role in the deactivation of p and jnk in vitro studies using cultured macrophages have provided compelling evidence for a CE role of mkp in the restraint of proinflammatory cytokine biosynthesis studies using mkp KO mice have strengthened the findings from in vitro studies and defined the critical importance of mkp in the regulation of Th1 cytokine synthesis in vivo during the host response to bacterial cell wall components upon challenge with tolllike receptor ligands mkp KO produced dramatically greater amounts of inflammatory cytokines developed severe hypotension and multiorgan failure and exhibited a remarkable increase in mortality more recent investigations using intact bacteria confirmed these observations and further revealed novel functions of mkp in host defense against bacterial infection these studies demonstrate that mkp is an essential FB regulator of the innate immune response and that it plays a critical role in preventing SS and multiorgan dysfunction during pathogenic infection in this review we will summarize the studies on the CF of mkp in innate immune responses and discuss the regulation of this novel protein phosphatase
HIV,human immunodeficiency,TS-628,burkitt non hodgkin lymphoma affects children and young adults it is endemic in tropical africa and it has especially facial and ABD localisations we report a case of anal localisation in a yearsold man HIV virus hiv negative aiming to show clinical therapeutical and evolutive particularities of this exceptional localisation only two cases were reported but in hiv positive patients perianal PA was first evoked but peroperatory findings and histology rectify the diagnosis without chemotherapy the NK evolution was rapidly fatal despite the efficacy of nowadays protocols showing of REC this observation illustrates the difficulty of malignant affections management in developing countries caused by diagnostic delay and high cost of chemotherapy
CA,cellular automata,TS-629,"Since small scale physics is reversible , it was natural to endow CA with this other , physics - like symmetry ."
PM,point multiplication,TS-630,"carried out SPA on many methods for PM such as double - and - add , window , and comb ."
LSC,leicester scientific corpus,TS-631,"tablesection R1>0ptm#1L1>0ptm#1C1>0ptm#1 rcmNew Large Scientific DictionaryLScDC - New Large Scientific Dictionary N. SUZENE . M. MIRKESA . N. GORBANUniversity of Leicester , Leicester LE1 7RH , UKLobachevsky University , Nizhni Novgorod , Russians433@leicester.ac.uk ( N. Suzen)em322@leicester.ac.uk ( E.M. Mirkes)ag153@leicester.ac.uk ( A.N. Gorban)In this paper , we present a scientific corpus of abstracts of academic papers in English - Leicester Scientific Corpus ( LSC ) ."
AGT,antiglobulin test,TS-632,the significance of the antiglobulin crossmatch in the cyclosporine era remains controversial over an month period recipients of cadaveric renal allografts primary nonprimary were retrospectively crossmatched via the antiglobulin technique criteria for recipient selection for transplantation included a negative t lymphocytotoxic cdc crossmatch for current and historical sera fourteen patients underwent transplantation in the setting of a negative t and positive antiglobulin crossmatch the patient group included female and male patients with a mean age of years all but one patient received a primary SPK and current sera were positive in the antiglobulin crossmatch in all cases the mean hlaabdr match was range preoperative pra titers ranged from to mean all patients underwent successful renal transplantation with quadruple immunosuppression consisting of prednisone azathioprine and the sequential use of malgcyclosporine there were no episodes of hyperacute rejection however patients experienced acute rejection including episodes within days of SPK early rejection was significantly more common in patients with a positive AGT vs p less than the mean onemonth SS creatinine was mgdl actual patient and allograft survival are and respectively risk factors for a positive antiglobulin crossmatch included female sex and prior sensitization as measured by pra although these patients represent a highrisk group for early AAR no adverse effect on patient or GS was noted with quadruple immunotherapy in conclusion a positive antiglobulin crossmatch is no longer a contraindication to renal transplantation with current IS strategies
ML,machine learning,TS-633,We used these features as inputs to three separate commonly employed ML algorithms .
CNN,convolutional neural network,TS-634,"a ) with an exponential function , where and denote the regional CNN features for local points and , respectively , is a weighting parameter , and is the Euclidean distance ."
LP,linear programming,TS-635, Proof of theorem : interestingLet be an optimal extreme point solution to eq : LP - NKu .
PP,prepositional phrase,TS-636,Results from RBG dependency parser with features coming from various PP attachment predictors and oracle attachments .
GPS,general pattern search,TS-637,Pattern search methodsdescribed using a GPS formalism mainly differ on the heuristics used for the selection of exploratory moves .
SC,successive cancellation,TS-638,"t  The performance comparison of an SC - decoded MLPC system , an SC - decoded BIPCM system , both with , LTE turbo coded system with , an SCL - decoded MLPC system , and an SCL - decoded BIPCM system , both with ."
SAC,soft actor critic,TS-639,"Reinforcement Learning ExperimentsReinforcement LearningWe use the implementations from Stable - Baselines stable - baselines for the RL experiments ( except for CMA - ES , ARS and SAC which we implemented ourselves ) ."
GEM,gemfibrozil,TS-640,GEM a strong inhibitor of cytochrome p cyp c in vivo was recently found to markedly increase the PC of montelukast in humans like montelukast zafirlukast is a ATP of cypc and cypa and a potent inhibitor of cypc in vitro to investigate the contribution of cypc to the metabolism of zafirlukast in vivo we studied the effect of GEM on the pharmacokinetics of zafirlukast
RF,radio frequency,TS-641,the amount of harvested power using RF EH is no more available for data transmission as the harvested power is almost zero .
TAS,transmit antenna selection,TS-642,"Then , two high - performance TAS schemes : leakage - based and Max - SR , have been proposed to improve the SR performance , and the EDAS method has been generalized to provide a secure transmission ."
LR,low resolution,TS-643,"Face Recognition experimentsIn the previous section , we performed ablative studies on the generated LR AFLW images ."
MAP,maximum a posteriori,TS-644,"Linear Refinement SearchDue to the inevitable existence of inaccurate appearance template , imperfect dictionary update scheme and drawbacks in superpixel histogram matching , the estimated result computed by traditional MAP may not be so reliable since only the one that has the maximum confidence value is selected as the result ."
MAE,mean absolute error,TS-645,"Based on MET performance on the train / dev set , the features used for predicting scores on both tests are not normalized for speed(We note that in line with the low correlation of reading speed with TOEFL , speed normalized features tend to be better predictors of TOEFL scores , obtaining 0.59 and MAE 6.47 with WFC features in the Fixed Text regime , and 0.58 and MAE 7.19 with S - Clusters in the Any Text regime . ) ."
IR,information retrieval,TS-646,VAE has been also used in IR to generate hash maps for semantically similar documents and top - n recommendation systems .
ROC,receiver operating characteristic,TS-647,"Metalearner PerformanceWhile the accuracy of prediction is not improved through the aggregation of high - performance models into a probability vote meta - learner , the Area under the ROC is the greatest of all that have been observed ."
EUS,endoscopic ultrasound,TS-648,although the DA of endoscopic ultrasound with fine needle aspiration eusfna in pancreas adenocarcinoma is high EUS with fine needle biopsy eusfnb is often required in other lesions in these cases it may be possible to forgo initial eusfna and rapid onsite cytology evaluation rose the aim of this T0 was to compare the diagnostic accuracy of eusfnb CT eusfnb group with a conventional sampling algorithm of eusfna with rose followed by eusfnb eusfnab group in nonpancreas adenocarcinoma lesions
ILP,inductive logic programming,TS-649,We show that the proposed dNL - ILP solver supports desirable features such as recursion and predicate invention .
CT,computed tomography,TS-650,"Futhermore , spatial relationships of the metastazised vertebrae and surrounding tissues like the spinal cord or inter - vertebral discs are better visualized in MR than in CT or SPECT imaging ."
LAI,leaf area index,TS-651,tropical volcanoes are an important but understudied ecosystem and the relationships between plant species diversity and compositional change and elevation may differ from mountains created by uplift because of their younger and more homogeneous soils we sampled vegetation over an altitudinal gradient on mt rinjani lombok indonesia we modeled alpha plot and beta among plot diversity fishers alpha compositional NC and biomass against elevation and selected covariates we also examined community phylogenetic structure across the elevational gradient we recorded trees and shrubs among species and species of groundcover plants for understorey subcanopy and canopy plants an increase in elevation was associated with a decline in alphadiversity whereas data for groundcover plants suggested a humpshaped DP elevation was consistently the most important factor in determining alphadiversity for all components the alphadiversity of groundcover vegetation was also negatively correlated with LAI which suggests low CS conditions in the understorey may limit diversity at lower elevations betadiversity increased with elevation for groundcover plants and declined at higher elevations for other components of the vegetation however statistical power was low and we could not resolve the relative importance to betadiversity of different factors multivariate glms of R2 in community composition among plots explained and of the variation deviance for groundcover understorey subcanopy and canopy plants respectively and demonstrated that elevation was a consistently important factor in determining community composition aboveground biomass showed no significant DP with elevation and was also not significantly associated with alphadiversity at lower elevations communities had a random phylogenetic structure but from m communities were phylogenecalculated of the subjects at baseline had new events during a mean followup of Â± years freewall rvls global rvls nterminal fragment of the prohormone brain natriuretic peptide rv FAC and lv EDV volume were independently predictive of combined outcomes all p the overall performance for the prediction of cardiovascular events was greatest for freewall rvls area under the curve freewall rvls global rvls rv fractional area NC nterminal fragment of the prohormone BB natriuretic peptide global circumferential strain global longitudinal strain and lv ejection fraction freewall rvls showed the highest adjusted hazards ratio a graded association between the grade of rv dysfunction and the risk of cardiovascular events was only evident for freewall rvls and global rvls in conclusion in patients referred for heart transplantation rvls is a stronger predictor of outcome than lv longitudinal strain and other conventional parameters providing a stronger prognostic stratification
FC,fully connected,TS-652,FC layer is a data movement intensive operation because it provides limited data reuse .
IR,information retrieval,TS-653,"However , if the objective is to improve IR performance , then human annotations can not be considered a true gold standard ."
CID,collisioninduced dissociation,TS-654,liquid chromatographypneumatically assisted electrospray mass spectrometry with negative ionization has been used for the determination of acidic herbicides in ground water eighteen pesticides or pesticide Kd products belonging to several different groups of acidic herbicides phenoxy acids sulfonylureas phenols etc were covered in the study optimization of electrospray inlet conditions is described as well as results from investigations of the linearity of the detector response conditions for tandem mass spectrometry msms PCD of characteristic daughter ions formed by CID cid of the parent ion are described and a comparison of obtainable instrument LOD by single ms and msms was made PCD limits using ms in the SIM sim mode were generally in the order of micrograml or below whereas LOD were threefour times higher using msms detection a principle of analysis is proposed based on single quadrupole ms as a method for quantitative determination followed by verification of positive findings by cid msms application of the method for detecting acidic herbicides residues in a realworld ground water sample is demonstrated
IP,intellectual property,TS-655,"As a result , multiple layers of countermeasures should be implemented to provide protection for the IP / chip against a wide range of attack vectors ."
BC,betweenness centrality,TS-656,"BC of a node is , where , is the number of the shortest paths from node to passing through node and is the total number of shortest paths from node to node ."
IR,internal rotation,TS-657,photochemically induced DNP photocidnp measurements specific for exposed tyrosine residues have been applied to elucidate conformational differences responsible for the immunological diversity of the synthetic multichain copolymers tyrtyrgluglupolydlalapolylys and tyrglutyrglupolydlalapolyls these two copolymers are essentially identical in their molecular weight size shape and composition and differ only in the order of the two internal amino acid residues within the CS of the tetrapeptide epitopes nonetheless previous studies have shown that the two macromolecules behave differently as evidenced by their immunological and immunogenic properties as immunogens they act under different genetic control mechanisms and differ in their interactions with antigen presenting cells t cells and b cells antibodies elicited against these two antigens do not cross react the photocidnp measurements of these two polymers intended to elucidate discrete structural differences controlling immune recognition showed that in the tyrtyrgluglu polymer tyr and tyr rings are free noninteracting and undergo fast IR computed minimum energy conformations confirm these conclusions and indicate that tyr and tyr point to different regions in space in tyrglutyrglu however cidnp measurements give rise to one broad tyrosine proton signal the result of a strong tyrtyr hydrophobic interaction these two tyrosine residues are thus close in space and undergo slow IR these results are in PA with the computed minimum SE conformations
SA,simulated annealing,TS-658,Simulated annealing ( SA ) - a probabilistic technique for approximating global optimums for functions lends itself nicely for our formulation .
ML,machine learning,TS-659,"Whatever the approach chosen , using these kinds of tools during ML model development and deployment can change the life of individual people , who could go from unfairly spending decades in prison to having the chance of a better life - an immensely important difference when multiplied by the thousands of people whose lives can be affected by the deployment of these tools ."
PBS,primary base station,TS-660,"These signals are respectively given aswhere and are the channel vector between the PBS and the th PU and that between the CBS and the th PU in the th cluster , respectively ; and denote the channel vector between the PBS and the th SU and that between the CBS and the th SU , respectively ; and are the channel vector between the PBS and the th EHR and that between the CBS and the th EHR in the th cluster , respectively ; and represent the channel vector between the PBS and the th EHR and that between the CBS and the th EHR in the secondary network , respectively ."
RT,random target,TS-661,Random target ( RT ) protocol .
PNI,perineural invasion,TS-662,PNI pni in cutaneous squamous cell carcinoma of the head and neck cscchn carries poor prognosis tumor markers associated with neurotropism in cscchn have not been identified our objective was to study the expression of alphabcrystallin in cscchn with neurotropism
DL,downlink,TS-663,Simulation results show that the sum rate of the proposed scheme outperforms the conventional WPCN with only energy transfer in the DL and information transfer in the UL .
ML,maximum likelihood,TS-664,"t  Performance comparison of L - WeSNe , WeSNet , DetNet and ML detectors ."
RA,regional anaesthesia,TS-665,we present a woman in her first pregnancy with known aortic stenosis prior to conception who successfully underwent RA for an ECS using a subarachnoid microcatheter the anaesthetic management of patients with aortic stenosis requiring noncardiac surgery is a complex and contentious matter particularly when the situation is compounded by the physiological changes accompanying pregnancy and delivery this is the first reported use of a subarachnoid microcatheter in such a patient the choice of technique is discussed and compared with other options for providing anaesthesia
IP,inverse proportion,TS-666,"IP is calculated as , where the degree decreases quickly at smaller positions ."
CC,constant current,TS-667,"Although CC - CV is the well - known charging mechanism , some devices charge batteries to an extra 0.15 V to reduce charging hardware implementation complexity ."
DCP,deep context prediction,TS-668,"Table shows that for category """" Intermittent Motion """" AGE of DCP is maximum than all the compared methods ."
CNN,convolutional neural network,TS-669,This decrease in performance could be because of overfitting on the source domain due to the larger number of parameters in CNN compared to DAN .
PS,power splitting,TS-670,"In a SISO AWGN channel , studies the R - E tradeoffs of both SepRx and IntRx using TS and PS methods ."
DBN,deep belief network,TS-671,Then test the performance of the generated ECS - DBN on test dataset .
PGM,gastric mucin,TS-672,the purpose of this T0 was to perform histopathologic and immunohistochemical analyses of gastric transcription factor sox and PGM mucac to better understand the stepwise progression of pancreatic carcinoma
NRS,normal rabbit serum,TS-673,we have previously reported that intracerebroventricular icv administration of oxytocin oxy produces a significant increase in maternal behavior in ovariectomized ovxed rats given a single priming dose of estrogen arginine vasopressin avp has a weaker and more delayed but significant facilitating effect on the onset of MB other investigators have demonstrated that prolonged treatment of ovxed nulliparous rats with estrogen and progesterone followed by withdrawal of progesterone shortens the RL of ON of maternal SMB we hypothesized that ovarian steroids increase the ON of MB by a central mechanism involving oxy and possibly avp to test this nulliparous sprague dawley rats were given sc one silastic capsule containing mg of betaestradiol eight days T3 ovx and three capsules each containing mg of progesterone ten days after ovx progesterone capsules were removed on the th day after ovx hrs before the introduction of three rat pups days old one hr prior to introduction of pups animals received icv microliters of antioxytocin AS aoa antiarginine vasopressin antiserum ava antineurotensin AS ana NRS nrs aoa ng oxy or no icv infusion animals receiving aoa displayed significantly less maternal behavior compared to animals receiving nrs ana or no icv infusion over the first two six and hrs of pup contact oxy significantly reversed the GABA effect of aoa in the first two hrs of pup contact ava significantly decreased the onset of maternal SMB compared to ana or no icv infusion over the first six hrs of pup contact
SVM,support vector machine,TS-674,The optimal penalization parameters C and for C - SVM and -SVM were found using extensive grid search methods that maximize AUC .
CS,conventional sparsity,TS-675,"Comparing with conventional CS , SCS leads to improved results , at a considerably lower computational cost ."
IB,information bottleneck,TS-676,For that we will use the duality of the IB curve ( Lemma 10 of ) .
RNN,random neural networks,TS-677,"The RNN is composed of four input nodes , seven hidden nodes and one output node ."
IO,interacting object,TS-678,"Otherwise , if the strongest path belongs to a plain IO with index , we have for ."
TD,technical debt,TS-679,"SonarQube revealed that the TD in C - App ""s"" code would take an estimated 2,000 worker - days of development to address as there were over 15,000 code smells that required fixing ."
TVD,total variation diminishing,TS-680,"The fast flows , where explicit TVD second - order scheme obtains physical unrealistic osculations , can be calculated with an implicit upwind first - order scheme ."
ESC,ergodic sum capacity,TS-681,5 shows the comparisons between three cases for ESC with respect to in this case .
SCA,sex chromosome abnormalities,TS-682,skeletal ages of patients with streak gonad syndrome were determined by the schinz and tw methods as well as by bone scans seventythree subjects were examined they were classified according to their chromosomal complement body height CA and previous hormonal treatment retarded bone age was a common finding on the hand wrist hip knees and spine with significant coexistence however the extent of delay in skeletal maturation on various bones differed considerably there was no significant rho between BA and chronological age karyotype BH and previous hormonal replacements respectively this finding suggests that retarded skeletal maturity in streak gonad syndrome is neither the consequence of estrogen deficiency nor due to SCA and probably is not dependent on growth hormone secretion its pathogenesis appears to be multifactorial and remains to be determined
QA,question answering,TS-683,Our experiments with TREC - QA show that a simple union of the dataset with ASNQ is sub - optimal than sequential fine - tuning over ASNQ followed by TREC - QA .
FPs,family physicians,TS-684,this T0 achieved its primary aim in provoking a significant response from southern alberta FPs about their interest in family practice research projects from the questionnaire we were able to estimate the number of patients seen per week by a FP and that FPs work approximately hours per week
LTE,long term evolution,TS-685,"3GPP TR 36.843 , "" Study on LTE Device to Device Proximity Services ( Release 12 ) , "" v.1.2.0 , February 2014 , available at http://www.3gpp.org ."
MAP,mitogenactivated protein,TS-686,in chronic kidney disease ckd patients accumulation of uremic toxins is associated with cardiovascular risk and mortality one of the hallmarks of kidney diseaserelated cardiovascular disease is intravascular macrophage inflammation but the mechanism of the reaction with these toxins is not completely understood macrophages differentiated from thp cells were exposed to IS is a representative uremic toxin and changes in inflammatory cytokine production and intracellular signaling molecules including interleukin il aryl hydrocarbon receptor ahr nuclear factor nfÎº and MAP kinase mapk cascades as well as the nlrp inflammasome were quantified by realtime pcr western blot analysis and enzymelinked immunosorbent CA is induced macrophage proilÎ² mrna expression although mature il was only slightly increased is increased ahr and the ahrrelated mrna expression this NC was suppressed by administration of proteasome inhibitor is promoted phosphorylation of nfÎºb p and mapk enzymes the reaction and il expression were inhibited by bay an inhibitor of nfÎºb in contrast is decreased nlrp and did not NC asc procaspase or ICE activation isinducing inflammation in macrophages results from accelerating ahrnfÎºbmapk cascades but the nlrp inflammasome was not activated these reactions may restrict mature ilÎ² production which may explain sustained chronic inflammation in ckd patients
SVM,support vector machine,TS-687,"figureh  subfigureb0.22 images / svm Binary classification fig : svm1 subfigure subfigureb0.20 images / svmmulti NL separable fig : svm2 subfigure subfigureb0.22 images / svma Toy example fig : svm3 subfigure SVM fig : svmfigureIt follows that , dealing with linear separable data , SVM easily achieves the classification task ."
DSE,dobutamine stress echocardiography,TS-688,the study sought to determine the utility of DSE dse in predicting CE in the year after testing
CT,computed tomography,TS-689,"The network receives whole - volume CT images as input , and outputs the segmented masks of all OARs ."
GEM,gradient episodic memory,TS-690,"Therefore , the question remains whether GEM scales up to more realistic scenarios ."
DA,dialogue acts,TS-691,"Therefore , DA recognition challenges a model ""s"" predictive power over long utterances and complex DA context ."
CT,computed tomography,TS-692,"In respect to similar deep learning - based lesion segmentations , e.g. in liver MR images or spinal CT images , our experiments showed similar or in some respects superior segmentation quality ."
RIC,restricted isometry constant,TS-693,"We then resorted to calculating the RIC error bound inCai2010 for reasonably - sized matrices at low sparsity levels , and compared the actual error over a dataset of sparse vectors to the bound ."
hr,homologous region,TS-694,previous studies demonstrated a possible antigenic relation between the carboxyl terminal portion of antirokd autoantigen and a nucleocapsid protein n of VSV-G vsv in order to investigate whether antirokd autoantibodies react with the vsv hr of the rokd protein we synthesized according to merrifields method the eyrkkmdi octapeptide p sharing a common sequence with the n protein of vsv sera from patients with autoimmune rheumatic diseases SLE erythematosus sle sjÃ¶rgrens syndrome ss and six rheumatoid arthritis ra as well as from normal blood donors were tested for the presence of antirokd autoantibodies by elisa and immunoblot ib and antip antibodies by elisa antibodies to p were found in of antirokd ibpositive sera of antirokdnegative sera and of normal control sera the concordance between the antip elisa and the antirokd ib was very poor chi p in contrast to the antirokd elisa and the antiro ib chi p subsequent affinity purification of the antip antibodies from a strong positive antip and antirokd sle SS yielded SD of the antip activity and reduction of the antirokd activity inhibition assays with the affinitypurified antip antibodies demonstrated that the octapeptide gave inhibition of the antirokd activity while rokd protein led to inhibition of the antip preincubation of the SS with the octapeptide produced inhibition of antirokd elisa these results indicate that the antip antibodies account only for a minority of the antirokd autoantibodies
BN,bayesian network,TS-695,"Summary of Proposed Process Risk and Sensitivity FrameworkIn Section , we first explore the causal relationships of CPPs / CQAs of raw materials / in - process materials / API and develop a BN specified by parameters ."
CNN,convolutional neural network,TS-696,"In practical applications , the CNN model usually combines the convolution layer and pooling layer ."
PAD,presentation attack detection,TS-697,"ConclusionsIn this work we have proposed a framework , GRAD - GPAD , for systematic evaluation of the generalization properties of face - PAD methods ."
DNS,domain name system,TS-698,"Tor allows clients to make DNS requests through the network , that are then resolved by an exit node ."
SVD,singing voice detection,TS-699,The idea we propose below is to re - train the SVD system using the set of candidates audio that match the annotations .
CS,compressive sensing,TS-700,"The local variations in data field lead to the large value of global sparsity constant of the data field , and in HDACS it leads to plenty of nodes to be classified as CS - disabled nodes ."
TCD,transcranial doppler,TS-701,we compared SVR aortic blood flow and cerebral blood flow velocity in patients randomly allocated to receive either propofol or sevoflurane anaesthesia cerebral blood flow velocity cbfv was measured in the middle cerebral i.a. using TCD systemic blood flow velocity sbfv was measured in the aorta using transthoracic doppler US at the level of the AV BIS index bis was used to measure the depth of anaesthesia measurements were made in the awake patient and repeated during propofol or sevoflurane anaesthesia with bis measurements of the effects of sbfv on cbfv were estimated by calculating the cerebralsystemic blood flow velocityindex csvi a csvi value of indicating a relationship between cbfv and sbfv the results demonstrated that propofol anaesthesia produced a significantly greater reduction in csvi than did sevoflurane anaesthesia propofol sevoflurane p ttest this suggests a direct reduction in cbfv independent of sbfv during propofol anaesthesia the greater reduction of cbfv occurring during propofol anaesthesia may be due to lower CBF metabolic demand compared with sevoflurane anaesthesia at comparable depths of anaesthesia
LML,lifelong metric learning,TS-702,"Effect of the Dimension of Transformed FeaturesIn this subsection , we utilize the Sentiment dataset to evaluate how the dimension of transformed features affect the performance of our LML framework ( Ours+OASIS ) in term of classification error ."
SP,strictly piecewise,TS-703,"Since for each , is finite , it is also possible to define SP stringsets with grammars of forbidden -subsequences ."
MGM,markov geographic model,TS-704,"The improved based on neighborhood matching is defined aswhere denotes the set of neighbors within radius around , and walks all possible states learned by the MGM ."
QA,question answering,TS-705,"Last but not the least , we found that back - translation , which has been applied on text QA to improve the performance of models , also improve the SQA models ."
DE,differential evolution,TS-706,A larger enables DE of better exploration ability .
NE,nash equilibrium,TS-707,"Using ( ) , we can determine the expression for ( and thus the OL NE strategies of the players ) , asNote that these are necessarily stabilizing , that is , in view of ( ) ."
ER,entity relationship,TS-708,ER diagrams are commonly utilized by both database designers and domain experts to conceptualize the structural characteristics of a given domain .
LTE,long term evolution,TS-709,"The received signal in the LTE - U BSS has higher energy on average for more Wi - Fi APs , thus there are differences in the mean values for each dataset ."
PCA,principal component analysis,TS-710,"As a baseline machine learning model , a generic LSTM with PCA was used , and as a baseline naive model , a persistence algorithm was used ."
DTN,domain transfer network,TS-711,b ) Results of our DTN .
CNL,controlled natural language,TS-712,"Attempto Controlled English ( ACE)4343 , f w a is a CNL with an automatic and unambiguous translation into first - order logic ."
RCNN,recurrent convolutional neural network,TS-713,"For augmented datasets , we have achieved 71.76 recognition accuracy with LSUV+EVE , which is about a 3.51 improvement compared to RCNN ."
GA,genetic algorithm,TS-714,Tradeoffs between Cell Average Outage Probability and Fronthaul UsageTradeoffs between cell average outage probability and fronthaul usage obtained by exhaustive search and the proposed GA - based approach are shown in this subsection .
AP,access point,TS-715,"evaluate the performance of uplink MU - MIMO transmissions in the IEEE 802.11 basic access mode , where the simultaneous uplink transmissions are on the random access basis and the channel coefficients of each STA are assumed to be known by the AP ."
CNN,convolutional neural network,TS-716,"Similar to the interpolation experiment section , we build 2 predicting models based on CNN Encoder - Decoder and FC - LSTM ."
PAA,piecewise aggregation approximation,TS-717,"In this work , we use PAA size of 32 for numerosity reduction ."
SMT,statistical machine translation,TS-718,"Contributions Our main contributions can be summarized as follows : We show that although NMT models advance SMT models on translating pro - drop languages , there is still large room for improvement ; We introduce a reconstruction - based approach to improve dropped pronoun translation ; We release a large - scale bilingual dialogue corpus , which consists of 2.2 M Chinese - English sentence pairs.(Our released corpus is available at https://github.com/longyuewangdcu/tvsub . )"
LM,language model,TS-719,We require that at least 5 substitutes per datapoint are in the LM vocabulary to ensure quality in the target representations .
CA,cumulative activation,TS-720,"The stopping criteria of IM - CA problem and SM - CA problem are the number of seeds is and the number of cumulative active nodes exceeds , respectively ."
CDR,clock difference relations,TS-721,It is remarkable that the formulas expressing the reachability relationsthat we obtain are of the same shape as CDR .
GAP,generalized assignment problem,TS-722,"The following lemma shows that we can also solve GAP optimally even in polynomial time , if we are allowed a slight violation of the capacity constraints ( that is , in the resource augmentation model ) ."
CRF,conditional random field,TS-723,Conditional random field ( CRF ) has been used for relation extraction between disease treatment and gene by .
ISM,interactive skill modules,TS-724,"First , each ISM is equipped with a memory to hold temporary information ."
CNN,convolutional neural network,TS-725,These results strongly prove that the contextual cues of CNN features are perfectly complementary to the local features .
MAT,multi - fingered adaptive tactile grasping,TS-726," t0.245 skip=2pt , clip , width=images / side/1.jpg  t0.245 skip=2pt , clip , width=images / side/2.jpg )  t0.245 ) skip=2pt),clip , width=images / side/3.jpg ) )  t0.245 skip=2pt , clip , width=images / side/4.jpg  t0.245 skip=2pt , clip , width=images / side/5.jpg  t0.245 skip=2pt , clip , width=images / side/6.jpg  t0.245 skip=2pt , clip , width=images / side/7.jpg  t0.245 skip=2pt , clip , width=images / side/8.jpg Learned Closed - Loop Behaviors of MAT under an Initial Side Grasp"
FCA,freunds complete adjuvant,TS-727,linomide quinolinecarboxamide is a synthetic immunomodulator that suppresses several exp autoimmune diseases here we report the effects of linomide on experimental autoimmune neuritis ean a cd t cellmediated rat of acute guillainbarrÃ© syndrome gbs in humans ean induced in lewis rats by inoculation with bovine IP nervous system pns myelin and FCA was strongly suppressed by linomide administered daily subcutaneously from the day of inoculation linomide dosedependently delayed the interval between immunization and ON of clinical ean as well as the severity of ean symptoms these clinical effects were associated with dosedependent downmodulation of pns antigeninduced t and b cell responses and with suppression of the proinflammatory cytokines il interferongamma ifngamma and tumour CN factoralpha tnfalpha mrna in pns sections linomide suppressed il and TNF and upregulated il mrna expression these findings suggest that linomide could be useful in certain t celldependent AD
CS,calf serum,TS-728,the imp family of cell lines which are derived from the blymphoblastoid im cell L1 transcribe the human prl hprl gene by utilization of the decidualtype promoter and provide a MM to T0 AF controlling extrapituitary expression of the hprl gene here we describe regulation of hprl gene expression in members of the imp family by retinoic acid ra when cells were incubated in medium supplemented with fetal CS that had been treated with dextrancoated charcoal the addition of ra caused a fold stimulation of hprl secretion in the low hprlproducing clone imp and the moderate producer imp ed and nm respectively but not in the high hprlproducing imp clone secretion from the raresponsive cell lines increased steadily over the first h of exposure and remained elevated for several days the concomitant increase in hprl mrna steady state levels was not due to enhanced transcription of the hprl gene as assessed by nuclear runon experiments but rather to message stabilization in ratreated imp cells the halflife of hprl mrna was significantly increased from to h the transcripts were found to be preferentially associated with membranebound polysomes thus being available for the secretory pathway when we studied the expression of potential transducers of the ra signal namely the ra receptor subtypes hrar alpha beta and gamma and cellular rabinding protein we did not detect hrar gamma or cellular rabinding protein transcripts in the hprlnegative clone imp or the hprlpositive clones imp imp and imp hrar alpha was equally expressed in all cell lines and not regulated by ra whereas hrar beta was differentially expressed and controlled by ra this receptor subtype was absent from hprlnegative members of the imp family strongly induced by ra in the raresponsive imp and imp cell lines via rapid transcriptional upregulation and only slightly induced in the raresistant imp cell line suggesting a function in mediation of the effect of ra on hprl mRNA
CE,cystic echinococcosis,TS-729,human CE ce is highly endemic in the tibetan regions of sichuan where most families keep guard dogs and where there are considerable numbers of ownerlessstray dogs strong buddhist beliefs do not allow for elimination of stray dogs and many strays are actually fed and adopted by households or monasteries on account of the high altitude m pasturage is the major agricultural activity in this area the harsh mountainous climate often leads to many grazing animals dying on the pasture at the end of a hard winter the skin and some meat are taken and the rest of the animal is left for scavenging birds and animals the poor sanitation and hygiene the buddhist doctrine of allowing old livestock to die naturally plus the unrestricted disposal of animal viscera postslaughter may be responsible for the high prevalence of human ce in this setting
