acronym_,expansion,id,text
RL,reinforcement learning,EXT,"Mean reward performance in RL ( using PPO ) per episode ( average on 100 episodes ) for different budgets , with standard error in Navigation 2D random target environment ."
ET,energy transmitters,EXT,"The utility function for the ET at position , that takes the average charging and fairness of energy distribution in consideration , is formulated as follow : Here , is the trade - off factor ."
RNN,recurrent neural network,EXT,The best results are obtained with combination of simple projection and RNN which confirms ( as for POS tagging ) that both approaches are complementary .
ML,machine learning,EXT,"After observing the results , authors have suggested that ML algorithms are most suitable approach for the code smell detection ."
OP,outage probability,EXT,"OP : Using the expressions given by Eq : OP_FSDF_Difm and Eq : OP_FSDF_Equalm over INID and IID Nakagami- fading channels , respectively , with integer fading parameters , the end - to - end OP of pure RS is easily obtained asFor rate - selective RS , a closed - form expression for over INID Nakagami- fading with arbitrary ""s"" can be easily obtained by substituting Eq : Gamma_CDF and Eq : CDF_gbest_SD_Distinct_C to , yieldingASEP : Following the MGF - based approach and using the expressions for pure RS given by Eq : MGF_end_Final and Eq : MGF_end_Final_Equalm over INID and IID Nakagami- fading channels , respectively , with integer fading parameters , the ASEP of several modulation formats for pure RS can be easily calculated ."
LC,lactobacillus casei,EXT,we examined the therapeutic effect of heatkilled LC lc on mrllpr mice ingestion of a diet containing ww lc from the weaning period prolonged the lifespan and tended to reduce the proportion of b t cells in the spleen and MES lymph NO mln of mrllpr mice when lc was intraperitoneally injected once a week after the age of weeks ia macrophages accumulated in the spleen as well as the peritoneum and macrophage progenitors increased in the bone marrow moreover the amount of il mrna in peritoneal macrophages was reduced by lc i.t. splenocytes from lcinjected mrllpr mice exhibited lower proliferative responses to mitogens than those from control mrllpr mice and the increase in number of b t cells in the spleen and mln was prevented by lc injection however lc injection affected neither expression of interferongamma Th1 and il mrnas nor proliferative capacities of splenic TA our findings demonstrate that lc i.t. accelerates macrophage recruitment and prevents the expansion of b t cells without affecting the functions of TA in mrllpr mice these immunological modulations induced by lc may lead to prolongation of the lifespan of mrllpr mice
CF,collaborative filtering,EXT,"For each experiment stage , there are three datasets : CF dataset ( ) , CTR dataset ( ) and Joint dataset ( ) ."
RB,random beamforming,EXT,"The BT and SF protocols are also viable in terms of providing near - optimal solutions , while the RB protocol should not be used due to its poor performance ."
TE,transformation encoder,EXT,width=0.45 figureTransformation Encoder ( TE ) . :
UI,user interface,EXT,"When an attacker - controlled UI element is presented underneath a trustworthy but transparent element , this gives the attacker limited control over the trustworthy element ."
CA,combinatorial auction,EXT,The concept of package in CA corresponds to multiple D2D sharing the same channel .
DR,differential rectifier,EXT,"In Early Fusion , DR units are concatenated to input units b ) , and in Mid Fusion they are added to the hidden layer c ) ."
DA,data augmentation,EXT,Both binary and multiple classification results have shown that the DA enhanced IDSs outperform others regarding F1-score ( which is a crucial criterion of evaluating imbalanced classification tasks ) .
SVM,support vector machine,EXT,Each of these datasets was partitioned such that 80 of the examples formed a composition of training set and validation set ( in equal proportion ) used for constructing the set of SVM classifiers and remaining 20 used for computing their test error rates .
MD,molecular dynamics,EXT,In plot : gyrate the average radii of gyration obtained from HMC ( left ) and MD ( right ) simulations using different integrators and different values of simulation step sizes and trajectory lengths are presented .
QPCR,quantitative pcr,EXT,autochthonous microbiota plays a crucial role in natural attenuation of striazine herbicides in agricultural soil soil microcosm study was carried out to investigate the shift in the structures of soil autochthonous microbial communities and the potential degraders associated with NK simazine attenuation the relative abundance of soil autochthonous degraders and the structures of microbial communities were assessed using QPCR qpcr and terminal restriction fragment length polymorphism trflp respectively phylogenetic composition of bacterial communityg via hrms is discussed with examples from the literature and commonfragment searching and massdefect filtering are successfully performed on test samples such that spectral noise is removed to leave only the information that is most likely to be related to the nps biomarkers hrms screening is also applied to a set of pissoirsourced wastewater samples and a total of pharmaceuticals and drugs including methoxyphenylpiperazine omeopp are identified the framework outlined in this paper can provide an excellent means of maximizing the chances of success when identifying and detecting biomarkers of nps in wastewater
DIC,dynamic induction control,EXT,"Periodic DIC , as described in , is shortly covered in Section , and Section presents a thorough explanation of the DIPC approach as proposed in this paper ."
NO,nodes,EXT,a yearold man with a PH of cloacal exstrophy presented to a local clinic with ABD pain and bowel sounds he was noted to have pain at the site of scarring due to cloacal exstrophy and a laceration at its center which was stained with feces he was referred to our department because of an enterocutaneous fistula skin biopsy of the neoplastic lesion at this site led to a diagnosis of squamous cell carcinoma computed tomography showed tumor invasion of the ileum and right inguinal CL node enlargement we performed RT resection partial enterectomy intestinal anastomosis abdominal wall reconstruction with a left pedicled ALT flap splitthickness skin grafting and RA inguinal lymph node biopsy histopathological examination revealed cancer growth invasion and pearl formation in the lymph NO leading to a diagnosis of ABD squamous cell carcinoma with metastasis to the inguinal CL NO the skin VG took well and the patient was discharged he is scheduled for RA inguinal CL node dissection at a later date
MBs,medulloblastomas,EXT,germ SCT which constitute approximately of tumors of the CE NS cns can be subdivided into germinomas embryonal carcinomas yolk sac tumors choriocarcinomas teratomas and mixed germ SCT the diagnosis of intracranial germ MCT is based on the clinical PS PCD of RT markers such as alpha fetoprotein afp and the beta S1 of human chorionic gonadotropin betahcg in blood and cerebrospinal fluid csf magnetic resonance imaging mri of the BB and spinal cord csf cytology and histology the diagnosis of a secreting germ MCT ie a nongerminoma can be made by the determination of afp and hcg as tumor markers germinomas are radiosensitive but are equally as CS to chemotherapy teratomas of the cns are mostly diagnosed in newborns and infants the most decisive role in the treatment of teratomas is played by as CR a resection as possible chemotherapy and irradiation play a subordinate roleembryonal PT which constitute approximately of cns PT include medulloblastomas primitive neuroectodermal tumors pnet of the cns and the atypical teratoid rhabdoid tumor of the cns MB is the most common malignant brain RT in childhood and adolescence the incidence peak is the fifth year of life with a male predisposition in a ratio of medulloblastomas constitute of all pediatric cns tumors and of pediatric tumors of the posterior cranial fossa at the time of diagnosis evidence of dissemination in the csf cavity is found in approximately of patients the extreme cell density makes MBs hyperdense in computed tomography ct and can therefore be differentiated from hypodense astrocytomas the pnets are histologically related to MBs pineoblastomas atypical teratoid rhabdoid PT and IP NBs they are relatively rare in children constituting less than of supratentorial neoplasms patients are mostly clinically conspicuous due to macrocephalus and signs of BB pressure andor seizures in native ct the solid components of pnets show a hyperdensity compared to the surrounding brain parenchyma probably due to the high cell density cysts and calcification are often detectable the survival rate of children with cns PT has continuously increased in recent years when corresponding clinical PS appear such as headache nausea or vomiting when fasting all of which are evidence of increased intracranial pressure mri should be carried out as quickly as possible children should be treated in centers with departments of pediatric oncology and hematology and within the FR of studies
PSO,particle swarm optimization,EXT,"As the meta - loss is a non - differentiable function of the classifier weights , we optimize it using the gradient - free PSO method ."
MI,myocardial infarction,EXT,"For instance , ECG for PVC and PAC has the parameter around or negative in the figure , while in case of MI the amplitude parameter is greater than ."
DL,downlink,EXT,This is also intuitively reasonable because both DL and UL rates of users can always be enhanced with the increase of time .
SOM,secretory otitis media,EXT,this study was undertaken to evaluate the effect of a new method of autoinflation as an alternative treatment of secretory OM up to of all children experience one or more episodes of eustachian tube dysfunction and secretory otitis media before school age common treatment of this condition is IS of a VT in the tympanic membrane because of the very high incidence of SOM in childhood insertion of ventilation tubes is the most frequently performed T0 under GA in children in addition to possible anesthetic complications VT may be associated with purulent suppuration pathologic findings in the eardrum and hearing impairment one hundred children were consecutively randomized to undergo either autoinflation using a new device or placed in a control group the children were between and years of age and were entered into the T0 after having had SOM for at least months as verified by tympanometric findings tympanometry was repeated at weeks and at and months T3 the children were entered into the T0 after weeks of autoinflation the tympanometric conditions were improved in of ears unchanged in and deteriorated in the remaining in the control group tympanometric findings were improved in of ears unchanged in and deteriorated in the remaining
IMPs,intramembrane particles,EXT,two types of gap junction are described they are different in the size the spacing and the polarity of their IMPs the dense type shows two kinds of particles which rather remain joined to the p PF the loose type shows larger and more spaced out particles which rather are held by the e fracture face these observations demonstrate that one needs to shade the distinction between ptype gap vertebrate and etype gap arthropoda
RDF,resource description framework,EXT,Figure fig : rdf_graph presents an example of the graph representation of a sample RDF dataset .
IM,identity mapping,EXT,"By this design , we can reduce the depth of each IM module while the final layer ""s"" neurons can still observe the full input spatial extent ."
GA,genetic algorithm,EXT,"In addition to PSO variants , two other search paradigms , GA and ACO , have been included as benchmarking algorithms ."
GCs,glucocorticoids,EXT,high blood C2 of GCs are associated with increased mortality confusion and poor PET outcome in stroke patients it has been proposed that inhibition of GCs in acute stroke might be beneficial but exp data are conflicting and no LT followup study has been reported we have studied whether pre or postoperative administration of metyrapone a steroid synthesis inhibitor can influence longterm outcome after ligation of the RA MCA i.a. mca distal to the striatal branches in hypertensive rats metyrapone mgkg was administered either min before or and h T3 mca occlusion limb placements and ability to traverse a rotating pole were evaluated pre and postoperatively IS histology and gfap immunoreactivity were evaluated on microm coronal sections from brains perfused in situ weeks T3 the ischemic event i.c.v. did not influence outcome whereas postoperative administration of MET significantly increased infarct volume p posttreated rats performed significantly worse than vehicletreated rats on the rotating pole weeks after the operation p our results do not support the hypothesis that inhibition of glucocorticoid synthesis improves outcome T3 cerebral ischemia
CTD,cterminal domain,EXT,proteins containing ch type zinc finger motifs represent one of the largest classes of nucleic acidbinding proteins found in nature we describe a novel zinc finger protein dsrbpzfa isolated by screening an expression library with dsrna the dsrbpzfa cdna encodes a protein containing seven zinc finger motifs and an acidic CTD mobility shift experiments demonstrate that dsrbpzfa binds dsrna and rnadna hybrids with nanomolar dissociation constants and in a sequence independent manner we also show that dna and single stranded rna fail to compete with dsrna for binding suggesting dsrbpzfa prefers to bind an aform helix using western analyses we have localized dsrbpzfa primarily to the nucleus of xenopus laevis oocytes the ID of dsrbpzfa provides the first example of a zinc finger protein that is specific for dsrna in addition dsrbpzfa does not contain the previously described dsrna binding motif suggesting certain zinc fingers may provide an alternative way to recognize the aform helix
QF,quality factor,EXT,The visual comparisons of image and on BSD 100 dataset with QF = 10 are shown in Fig .
ML,machine learning,EXT,They should develop a wariness of any essentialist evaluations of ML - DSS performance that are carried out in laboratorio and on research data .
PSD,power spectral density,EXT,"For ConvLSTMs , the PSD features in the four frequency bands are fed into ConvLSTMs , as in to classify the affective states ."
ISP,image signal processor,EXT,System Cost Analysissec : systemThe results in Section sec : stages demonstrate that most components of an ISP have a beneficial impact on CNN performance to a greater or lesser extent .
RB,reduced basis,EXT,"However , before going into detail on that , it is advantageous to first elaborate on the solution of the minimization problem eq : RB : coefficients ."
GDP,generalized differential privacy,EXT,"As implied by the GDP guarantee , event holds with probability ."
QUIN,agonist quinpirole,EXT,activation of dopamine da receptors produces cardiovascular responses such as vasodilation and hypotension however knowledge of the role of specific dopamine receptor subtypes especially d and d in the CVS is limited the objective of the present study was to characterize the haemodynamic and cardiac responses to agonists with selectivity for d d d and d receptor subtypes inactinanaesthetized rats were instrumented to measure regional haemodynamic and dP/dt responses with slow intravenous infusion of agonists fenoldopam a d receptor agonist decreased p renal V1 resistance beginning at a dose of micromolkg infusion of pnue a d receptor agonist produced dosedependent decreases p in MAP pressure map heart rate hr and hindquarter vascular resistance hqvr administration of bp a partial d receptor agonist decreased p map and hqvr at micromolkg pd a d receptor agonist caused significant increases in hqvr at micromolkg none of the compounds tested elicited significant changes in cardiac +dP/dt using selective agonists of dopamine receptor subtypes the present studies characterize distinct cardiovascular effects in anaesthetized rats consistent with its welldefined effects as a d receptor agonist fenoldopam administration resulted in renal vasodilation similar to earlier studies using the nonselective dlike receptor QUIN selective agonism at the d receptor using pnue resulted in bradycardia hindquarter vasodilation and decreases in arterial pressure partial agonism at the d receptor with bp had no effect on HR rate but did produce depressor responses driven by decreases in hqvr conversely agonism of the d receptor using pd resulted in modest hindquarter vasoconstriction that was not dose dependent hence by comparison agonism of the d receptor has little effect in the cardiovascular system of the rat relative to the other dopamine receptor subtype agonists tested
DL,deep learning,EXT,"In fact , the DL estimator powered by a ReLU DNN is a universal approximator for channel estimation ."
PVC,premature ventricular contraction,EXT,"A probabilistic model named Bayesian Network is used for the detection of cardiac anomalies and the prediction of MI , PVC , and PAC from a regular heartbeat ."
RF,random forest,EXT,"In our exemplary analysis we used a selection of six models ( statistical and machine - learning ) that are commonly used in the spatial modeling field : BRT , GAM , GLM , WKNN , RF and SVM ."
RF,random forest,EXT,"Further , both methods work better with linear ML models ( SVM , LDA , LR ) as opposed as non - linear ones ( DT , RF , KNN ) , especially with the artificial dataset ."
AGS,human gastric adenocarcinoma,EXT,we and others have shown that astragalus extract ae regulates various cellular processes including inflammation and apoptosis it remains elusive whether and how ae modulates apoptosis in GC cells in vitro and in vivo the objective of this T0 is to determine the effects and mechanisms of ae on the proliferation and apoptosis of human gastric cancer sgc cells and on tumor growth in orthotopic transplantation gastric RT MM in nude mice AGS sgc cells and nude mice implanted with gastric cancer cells were treated with different concentration of ae and fluorouracil as control cellular proliferation apoptosis and RT growth as well as interleukin ilsignal transducer and activator of transcription stat signals pathway were determined we found that ae inhibited proliferation but caused apoptosis in human GC cells furthermore the RT growth and volume were reduced by ae administration in nude mice implanted with GC cells in addition treatments with ae decreased the expression of bcl proteins whereas the expression of bax was increased T3 ae treatment in tumor tissues of nude mice transplanted with human gastric CA cells this was associated with aemediated reduction of il phosphorylated stat survivin and VE growth factor overall ae enhances apoptosis in GC cells in vitro and in vivo which is associated with decreased activation of ilstat signals
DIC,dynamic induction control,EXT,This is considerably higher than the 4.6 gain obtained with DIC .
IC,integrated circuit,EXT,The output of the IC remain locked during the power on state if the correct input is not available to the input of additional logic gates .
MGM,manifold geometry matching,EXT,The MGM GAN balances these different densities and consequently performs significantly better at our unsupervised domain adaptation task .
LAP,low altitude platform,EXT, LAP  Low Altitude Platform .
SUs,secondary users,EXT,The power allocation procedure for the assigned sub - channels to SUs is beyond the scope of this paper .
DSPC,phosphatidyl choline,EXT,in female subjects participating in a km run the concentrations of cholesterol and triglycerides as well as those of hdl components total cholesterol cholesteryl ester UC DSPC apolipoprotein ai and apolipoprotein aii were measured before and T3 the run the concentrations of hdl free cholesterol hdl DSPC and hdl apolipoprotein ai of the participants of the km run were higher than the corresponding values of a control group of female company employees whereas there was no difference in triglycerides total cholesterol hdl cholesterol and hdl apolipoprotein aii values of triglycerides and total cholesterol ascertained T3 the run were clearly decreased when compared to preexercise values by and respectively also total protein content of thined the purified synthetase has a folate substrate specificity different from the host synthetase since it added glu residues to dihydrofolate as well as to the usual tetrahydrofolate ATP
AM,arithmetic mean,EXT,"However , with AM measure , for the value is greater than and for , it is less than 1 ."
PCA,principal component analysis,EXT,Application of PCA to the MRS dataset with the first two components used followed by k - means clustering .
HFO,highfrequency oscillatory ventilation,EXT,the purpose of this review is to evaluate new concepts in mechanical ventilation in trauma we begin with the keystone of physiology prior to embarking on a discussion of several new modes of mechanical ventilation we will discuss the use of noninvasive ventilation as a mode to prevent intubation and then go on to airway pressure PR ventilation HFO and computerbased closed loop ventilation
PVR,poliovirus receptor,EXT,macrophages function as an essential component of innate IS contributing to both the initiation and appropriate resolution of inflammation the exposure of macrophages to the microbial products such as lipopolysaccharide lps can strongly shift the balance between tissue homeostasis and inflammation in favor of causing SVR damage in which macrophage m polarization play important roles strategies aiming at restoring the balance of macrophage polarization remain to be further explored herein we have demonstrated that PVR pvr the receptor of tigit was dramatically upregulated on the surface of mouse peritoneal macrophages when exposed to lps tigitfc fusion protein not only inhibited the macrophage activation but also skewed mm balance toward an antiinflammatory profile especially enhanced the secretion of il the activation of tigitpvr pathway in macrophages correlated with increased nuclear translocation of cmaf which promotes il transcription treatment with fibroblasts stably secreting tigitfc FP significantly reversed the lethal and sublethal endotoxic shock which facilitated peritoneal macrophages to switch towards antiinflammatory m cytokine profiles these findings highlight a novel role of the tigitpvr pathway in macrophage m polarization and suggest that tigit may have the potential to optimize the treatment of macrophageinvolved inflammatory diseases
SVD,singular value decomposition,EXT,"In this example , the SVD emulator also performs better than its mechanistic counter part ."
RRV,ross river virus,EXT,the rising prevalence of arthritogenic alphavirus infections including chikungunya virus chikv and RRV rrv and the lack of antiviral treatments highlight the potential threat of a global alphavirus pandemic the immune responses underlying alphavirus virulence remain enigmatic we found that pentraxin ptx was highly expressed in chikv and rrv patients during acute disease overt expression of ptx in chikv patients was associated with increased viral load and disease severity ptxdeficient ptx mice acutely INF with rrv exhibited delayed PD and rapid recovery through diminished inflammatory responses and viral replication furthermore IB of the NTD of ptx to rrv facilitated viral entry and replication thus our T0 demonstrates the pivotal role of ptx in shaping alphavirustriggered immunity and disease and provides new insights into alphavirus pathogenesis
SSD,solid state disk,EXT,"Since then , the amount of per - investigation data to be processed in a lab environment has continued to grow significantly while available RAM and CPU processing power combined with prohibitive cost and limited capacity of SSD solutions have shifted processing from being largely CPU constrained to being much more IO constrained ."
PM,point multiplication,EXT,"One can improve the PM efficiency by improving finite field arithmetic ( such as inversion , multiplication , and squaring ) , elliptic curve model ( such as Hessian and Weierstrass ) , point representation ( such as Projective and Jacobian ) , and the methods of PM ( such as Comb and Window method ) ."
ML,maximum likelihood,EXT,"IEEEeqnarray As such , the ML detection problem is equationML3 x=_x X(y- Gx^2-x^(2)^2),equationwhich represents well - defined systems of equations , and is equivalent to the ML detection problem in ( ML ) for constellation points with constant modulus , i.e. , is a constant ( e.g. , 4-QAM or the codebook incodebook ) ."
FPR,false positive rate,EXT,"tabularlccccccc1c2*Method & 6cShift Deviation Percentile ( mm ) & FPR 2 - 71c & 10th & 25th & 50th & 75th & 90th & Mean & ( ) Simplex - PI & 0.00 & 0.21 & 0.33 & 0.53 & 25.00 & 5.22 & 16.22 Simplex - MI & 0.38 & 0.64 & 1.12 & 2.40 & 21.41 & 5.28 & 27.78 Simplex - CC & 0.34 & 0.49 & 0.68 & 0.91 & 1.08 & 0.70 & 0.00 Powell - PI & 0.19 & 0.40 & 18.21 & 23.83 & 31.00 & 139.10 & 66.89 Powell - MI & 0.34 & 0.66 & 1.41 & 20.18 & 27.53 & 10.66 & 44.56 Powell - CC & 0.22 & 0.38 & 0.69 & 18.45 & 30.89 & 8.78 & 31.56 CNN - 1 iter & 0.46 & 0.77 & 1.14 & 3.08 & 20.90 & 6.37 & 37.22 CNN - 2 iters & 0.36 & 0.59 & 0.89 & 2.37 & 16.22 & 4.93 & 26.81 CNN - 3 iters & 0.23 & 0.38 & 0.55 & 1.48 & 10.29 & 4.15 & 12.79 tabulartab_resultstableAmong the optimization methods , it was observed that the best results were obtained with the Downhill Simplex method ."
SOC,state of charge,EXT, SOC  Start of Charge .
MF,matrix factorization,EXT,"Accordingly , the optimal number of latent topics in topic model and the optimal number of latent factors in MF should be tuned separately ."
MV,mitral valve,EXT,"In a series of studies , Toma developed a FSI MV model based on in vitro MV experimental system to study the function of the chordal structure , and good agreement was found between the computational model and in vitro experimental measurements ."
SAD,spectral angle distance,EXT,Table and show the SAD performance of these methods .
RE,relation extraction,EXT,"The workshop contained an NER task focused on the extraction of 3 medical entity types ( Problem , Treatment , Test ) and an RE task for 8 relation types ."
MGE,minimum generation error,EXT,"In summary , the objective results confirm the effectiveness of the proposed MGE criterion in improving DNN accuracy , and that MGE is complementary to the stacking of bottleneck features ."
SF,structure fusion,EXT,"View1 stands for graph structure from the original dataset , while view2 indicates graph structure from the cosine similarity of node representationstructure fusion generalizationStructure fusion ( SF ) focuses on the complementation of the distribution structure from the different view data , and can be defined in section ."
ARG,autoradiographic,EXT,endogenous opioids have been implicated in the neurobiological mechanisms underlying drug addiction although some information is available concerning effects of abused drugs on the endogenous opioid systems the interpretation of these effects is hampered because data on the actual changes in the endogenous opioids during the dynamics of the drug addiction are lacking the present report deals with changes in endogenous opioid activity before and T3 the daily selfadministration session in rats offered cocaine or ethanol using an in vivo ARG receptor occupancy procedure in separate salinecontrolled experiments drugnaive rats were allowed to intravenously selfadminister cocaine microginfusion and ethanol for five consecutive daily sessions of h immediately following the last session on day or just before a scheduled next daily session on day the rats were injected with hdiprenorphine and subsequently prepared for autoradiography decreased hdiprenorphine binding was observed throughout the subcortical BB after the daily session in cocaine but hardly in animals selfadministering ethanol these changes are thought to reflect a direct or an indirect effect of the drug on endogenous opioid systems before the daily session the hdiprenorphine binding was decreased in restricted areas of the mesocorticolimbic system and of the TH in both cocaine and ethanol selfadministering animals these data suggest that release of endogenous opioids at the time the desire for cocaine or ethanol is high which may be pertinent for druginduced craving and relapse of drug addicts
AC,audio commons,EXT,"The AC Manual Annotator mitigates this problem and facilitates quick inspection of the categories , since the children can be automatically displayed when a category is selected in the taxonomy tree ."
DBN,deep belief network,EXT,"Therefore , ECS - DBN could generate comparable performance not only on benchmark dataset but also on real - world application ."
PP,prepositional phrase,EXT,Model DefinitionBoth our proposed and baseline models for PP attachment use bidirectional RNN with LSTM cells ( bi - LSTM ) to encode the sequence .
ROC,receiver operating characteristic,EXT,"J. Nichols , S. Trickey , M. Seaver , S. Motley , Using ROC curves to assess the efficacy of several detectors of damage - induced nonlinearities in a bolted composite structure , Mech ."
CNN,convolutional neural network,EXT,"According to how many training data used in the target domain , there are full supervised baselines including traditional classifiers and deep predictive models , our proposed methods Meta - CNN / LSTM partially using the training data in fine - tuning , as well as the fully fine - tuned MetaPred models ."
TR,turnover rates,EXT,in the present study we examined the effect of amino acid substitutions on the rate of turnover of palmitate bound to a MM caax motif protein hras these experiments were designed to shed light on the specificity of the process that removes palmitate from prenylated proteins hras protein aras fusion constructs and constructs with amino acid substitutions in the hras HV region were transfected into cos cells and the turnover rate of palmitate bound to each expressed protein was measured we found no evidence for strict CS specificity for palmitate removal but found a strong inverse correlation between palmitate kcat and the degree of membrane association for any given construct with slower TR associated with stronger membrane IB these data support a model in which the palmitate kcat is determined by access to a depalmitoylating enzyme and argue against a more complex MM in which TPS recognition of palmitoylated proteins is required
PCA,principal component analysis,EXT,The self - organizing map ( SOM ) or Kohonen net extends PCA and derives the global non - linearity by simply ignoring distant pairs .
TS,thompson sampling,EXT,"As such , we present a modified version of TS while retaining the fundamental principles TS is based on ."
SCA,successive convex approximation,EXT,"For each given , we adopt the SCA algorithm to solve Problem , and denote the optimal value of the total throughput as ."
CS,conventional sparsity,EXT,"Simulations using the same coefficient energy power decaymodel eqn : eigvalue : power : decay show that the ratio betweenconventional CS based on sparse models , with measurements , and that ofthe best -term nonlinear approximation , varies as a function of thedecay parameter and ."
CNN,convolutional neural network,EXT,"We categorize these methods into four groups including four existing hyperspectral face recognition methods , eight image - set classification methodsthree RGB / grayscale face recognition algorithms , and one existing CNN - based model for hyperspectral face recognition ."
TBG,thyroxinebinding globulin,EXT,the whey fraction of HM contains a thyroxinebinding protein analogous to SS TBG to assess the method by which this binding protein appears in milk over the course of lactation paired SS and milk specimens from healthy euthyroid women were assayed for TBG and whey thyroxinebinding AHG using a highly specific thyroxinebinding globulinradioimmunoassay elevated serum C2 micrograms thyroxinebinding globulinml mean sd n were found in samples drawn at less than two weeks post partum these levels normalized rapidly over the next three weeks post partum microgramsml p less than n and by five weeks no further significant decreases were observed as was the case for serum thyroxinebinding AHG whey TBG was present in its highest concentrations microgramsdl n in the colostrum and transitional milk these levels are equivalent to approximately to of serum concentrations in contrast to serum TBG C2 however whey thyroxinebinding AHG declined logarithmically over a protracted week period and no further significant changes in whey TBG concentrations were observed up to weeks post partum at which time they were approximately equal to of SS thyroxinebinding globulin C2 a strong linear rho between SS and whey thyroxinebinding AHG was found within the first five weeks post partum r p less than n abstract truncated at words
SVM,support vector machine,EXT,"Given the documents together with their self - taught binary labels for the -th bit , the corresponding linear SVM can be trained by solving the following quadratic optimisation problemA notable advantage of using SVM classifiers here is that we can easily achieve non - linear mappings if necessary by plugging in non - linear kernels , though we do not explore this potential in this paper ."
MS,marbling score,EXT,this study was conducted to evaluate the effects of indigenous herbal supplements on growth blood metabolites and carcass characteristics in the late fattening period of hanwoo steers in a month feeding trial thirty hanwoo steers Â± kg were allotted to one of treatment groups control basal diet contained lasalocid licorice clove turmeric and silymarin with six steers per pen all CG received ad libitum concentrate and kg rice strawanimald throughout the FF trial blood samples were collected at the beginning middle and the end of the experiment and the steers were slaughtered at the end blood gl triglyceride total protein and Al concentrations were higher in the turmeric treatment compared with other treatments blood UN and creatinine concentrations were highest p and p respectively in steers treated with silymarin ALT was lower p for licorice and silymarin compared with the control group there were no alterations in SS AST aminotransferase and gamma glutamyltransferase activities as a consequence of herb treatments p and respectively final body weight body WG average dairy gain and dry matter NI were not significantly different among treatments yield grade MS and SQ grade were higher for silymarin group than those of the control group p therefore the results suggest that silymarin can be used an effective dietary supplement as an alternative to antibiotic feed additive and a productivity enhancer providing safe and more consumer acceptable alternative to synthetic compounds during the late fattening period of steers
LAP,leucine aminopeptidase,EXT,circulating nont lymphocytes had higher MICs of nucleotidase BPM neutral alphaglucosidase endoplasmic reticulum and basal LAP than did t lymphocytes MICs of catalase peroxisomes malate dehydrogenase mitochondria lactate dehydrogenase cytosol and nacetylbetaglucosaminidase betaglucuronidase and acid phosphatase lysosomes were similar in the lymphocyte subfractions lymphocyte nucleotidase BPM in patients with common variable hypogammaglobulinaemia is much lower than normal however the decrease is less marked in xlinked hypogammaglobulinaemia chronic lymphatic leukaemia or protein loosing enteropathy or in lymphocytes isolated from cord blood cells from patients with nephrotic syndrome had normal levels of nucleotidase other BPM marker enzymes gammaglutamyl transferase LAP were normal in lymphocytes from patients with common variable hypogammaglobulinaemia there is a selective reduction of mitochondrial malate dehydrogenase and cytosolic lactate dehydrogenase enzymes with normal MICs of lysosomal peroxisomal and endoplasmic reticulum enzymes in patients with CVH the lymphocyte subcellular organelles in normal subjects and patients with CVH have similar properties on SDG centrifugation it is suggested that lymphocytes from patients with common VL hypogammaglobulinaemia show a TPS enzymopathy and that this is not simply a reflection of cellular immaturity
PNP,pnitrophenol,EXT,experiments were carried out to stably and constitutively express the coding CS of the human cytochrome pe in hepg a humanhepatomaderived cell line by recombinant retroviral expression SB analysis showed a successful integration of a single copy of unaltered viral dna into the genome of each transduced clone tested northern blot analysis showed that the transduced clones produced an rna species which hybridized to the cype cdna probe western blot analysis using antihuman pe igg indicated that the transduced clones produced a protein band with molecular weight of microsomes from transduced clones were catalytically active with PNP dimethylnitrosamine aniline and ethanol as substrates little or no activity was found with control clones oxidation of PNP was inhibited by antihuman pe igg DDC methylpyrazole and ethanol esr spectroscopy showed that microsomes from clone mve produced superoxide radical rates were an order of magnitude higher than that for control microsomes most likely reflecting the loose coupling associated with pe the rate of ho production by microsomes from mve was fold greater than that of control clones the elevated rate of ho production in clone mve is about half the rate of superoxide radical production suggesting that this ho is largely derived from superoxide radical dismutation microsomal lipid peroxidation was determined using ferricatp as the iron catalyst when the concentration of iron was high mm rates of production of thiobarbituric acid reactive components were MZ for microsomes from mve and control clones however when the concentration of iron was lowered to mm control clones did not display lipid peroxidation whereas microsomes from mve were reactive this peroxidation was CS to antioxidants such as trolox propyl gallate and glutathione but not to catalase or superoxide dismutase rates of superoxide and ho production and of lipid peroxidation were fold higher on a per nanomole of p basis with clone mve compared to human liver microsomes indicating that the human pe is especially reactive in production of ROS intermediates and in catalysis of lipid peroxidation
BT,best target,EXT,"The RT and BT protocols can find near - optimal solutions , while the RB protocol finds a solution with gain , which is far from the optimum ."
SOPs,standard operating procedures,EXT,the mediterranean fruit fly medfly ceratitis capitata is a pest of worldwide substantial economic importance as well as a tephritidae model for SIT sit applications the latter is partially due to the development and utilization of genetic sexing strains gss for this species such as the vienna strain which is currently used in mass rearing facilities worldwide improving the performance of such a CS both in mass rearing facilities and in the field could significantly enhance the tau of sit and reduce operational costs recent studies have suggested that the manipulation of gut symbionts can have a significant positive effect on the overall fitness of insect strains we used culturebased approaches to isolate and characterize gutassociated bacterial species of the vienna strain under mass rearing conditions we also exploited one of the isolated bacterial species enterobacter sp as dietary supplement probiotic to the larval diet and we assessed its effects on fitness parameters under the SOPs used in sit operational programs probiotic application of enterobacter sp resulted in improvement of both pupal and AD productivity as well as reduced rearing duration particularly for males without affecting pupal weight sex ratio male mating competitiveness flight ability and longevity under starvation
