acronym_,expansion,id,text
Kg,glucose disappearance,TS-1322,effects of two experimental diets with a relatively high fat contentone enriched with saturated fatty acids safadiet and the other with a low content of erucic acid rapeseed oil and rich in monounsaturated fatty acids mufadieton gl and lipid metabolism were examined in healthy young women the study was carried out with a randomized crossover T0 design with each diet lasting wk and a wk washout period between the experimental diets gl area under the curve during the intravenous gl tolerance test gl dose mgkg plasma samples before glucose dose and at min intervals for min was significantly lower and the Kg rate after a glucose injection tended to be steeper T3 the mufadiet than after the safadiet T3 the mufadiet serum total cholesterol was lower and serum lowdensitylipoprotein cholesterol lower than after the safadiet but highdensitylipoprotein cholesterol did not differ between the diets the results give suggestive evidence that the dietary fatty acid composition affects glucose tolerance of HS
CT,computed tomography,TS-1323,"4 ) , The final two features for each axial slice ( in the patient volumes ) are the normalized relative x - axis and y - axis positions , computed at each image patch center against the segmented body region ( self - normalized(The axial reconstruction CT scans in our study have largely varying ranges or extends in the z - axis ."
MAP,maximum a posteriori,TS-1324,"These figures demonstrate that both MLP networks and CNNs are able to achieve BERs very close to MAP decoding , while the CNNs have significantly lower complexity than the MLP networks for the reason outlined above ."
GAS,group a streptococcus,TS-1325,intrauterine devices iuds are rarely associated with serious infections we report an unusual concomitant infection of GAS gas causing TSS and pelvic PA with actinomyces odontolyticus associated with an iud in a healthy yearold patient the iud was subsequently removed and the patient recovered on the AGA antibiotics this case highlights the importance of clinicians high index of suspicion of an iud infection and prompt removal of the infected foreign body to obtain source control
RNN,recurrent neural network,TS-1326,"Recurrent neural networks ( RNN ) are designed to maintain a summary of the past sequence in their memory or so - called hidden state , which is updated whenever a new input token is presented ."
QF,query fusion,TS-1327,QF uses an RNN to enhance the POI query using high - quality hits .
NN,neural network,TS-1328,"We use k - NN , GP , MDN with mixtures , noted as MDN(2 ) , MDN with mixtures , noted as MDN(5 ) and BNN , as comparisons ."
TD,technical debt,TS-1329,"TDM can be even more challenging if the project ""s"" code base is large and contains a backlog of technical debt from many years of development : our research group was contacted by an industry partner ( the French governmental agency Pole Emploi(http://www.pole - emploi.org/ ) ) when they realized their 10-year - old project with more than 550k lines of code contained an extensive backlog of code TD that would require over 2,000 worker - days to fix ."
DBN,directed belief net,TS-1330,"Section and Section introduce cost - sensitive deep belief network and present the proposed ECS - DBN , respectively ."
ICE,caspase,TS-1331,ICE is part of the inflammasome which is assembled upon pathogen recognition while caspases andor are mediators of AI and nonapoptotic functions parp cleavage is a hallmark of apoptosis yet not essential suggesting it has another physiological role here we show that after lps stimulation ICE is activated by ICE translocates to the nucleus and cleaves parp at the promoters of a subset of nfÎºb target genes negatively regulated by parp mutating the parp cleavage site d renders parp uncleavable and inhibits parp PR from chromatin and chromatin decondensation thereby restraining the expression of cleavagedependent nfÎºb target genes these findings propose an apoptosisindependent RII role for ICE mediated parp cleavage in proinflammatory gene expression and provide insight into inflammasome signaling
SM,stress management,TS-1332,the field of critical incident SM cism a comprehensive integrated systematic and multicomponent staff support program developed expanded in its scope and spread rapidly with little criticism for over a decade the next ten years could be characterized as a period of intense scrutiny and opposition cism has recently emerged from the hostile inspection process stronger and more organized in many ways than earlier in its PH numerous positive outcome studies were completed during the period of DUE these support the principles of cism most importantly the UN has recently adopted the concepts of cism for support of its personnel
BSP,blepharospasm,TS-1333,botulinum toxin i.v. are the treatment of choice for the management of essential BSP in adults no cases of congenital blepharospasm have been described in the literature so far and no cases of botulinum toxin injection in an infant have been reported a weekold girl was referred to our department with absent eye opening and spasmodically closed eyes pregnancy and delivery had been normal a neuropediatric examination did not reveal useful findings a periorbital i.t. of botulinum toxin was performed at the age of months to prevent ED amblyopia four days later clearly visible BL eye opening and commencement of eye contact were observed at the age of years her eyelids remain open and no side effects of botulinum toxin therapy have occurred
PPMI,parkinson 's progression markers initiative,TS-1334,"PPMI - a public - private partnership - is funded by the Michael J. Fox Foundation for Parkinson ""s"" Research and funding partners , including Abbvie , Avid , Biogen , Bristol - Mayers Squibb , Covance , GE , Genentech , GlaxoSmithKline , Lilly , Lundbeck , Merk , Meso Scale Discovery , Pfizer , Piramal , Roche , Sanofi , Servier , TEVA , UCB and Golub Capital ."
CDA,christen democratisch appel,TS-1335,"This was caused by the fact that CDA ""s"" name was presented unabbreviated : Christen Democratisch Appel , which was the only party with a special character ( e ) ."
SOC,state of charge,TS-1336,There has been very active discussion in various online forums identifying battery SOC anomalies and such SOC error is due to the capacity loss .
UE,user equipment,TS-1337,"Hence , RRH 8 will transmit useful signals to both UE 4 and UE 5 , rather than only interference signals ."
BS,base station,TS-1338,"Once we have the analog precoder , the BS can send training signals to the users to get the knowledge of the equivalent channel , which has much fewer elements and lower dimension compared with the propagation channel and contains the contribution of scattering paths ."
CG,correspondence grouping,TS-1339,"Although , there are studies in the existing literature comparing the performance of 3D CG algorithms , to the best of our knowledge , there is no work in the existing literature that deals specifically with the performance evaluation of the CG algorithms as applied to 3D point cloud data for plant health classification and plant growth analysis ."
SC,subset compared,TS-1340,"To explore whether the SC and ST subsets in the Sleep - EDF database exhibit heterogeneous properties or not , we perform one - way ANOVA on two time - domain features ( MMD EnergySis ) and two spectral features ( Spectral Rolloff Spectral Spread ) extracted from frequency bands ( ) of the Fpz - Cz channel ."
VB,ventrobasal,TS-1341,gap junctionmediated electrical synapses interconnect diverse types of neurons in the rat brain and they may play important roles in the synchronization and OD of neural circuits thalamic relay neurons are the L1 source of input to neocortex electrical synapses have not been directly observed between relay SN in either developing or adult animals we tested for electrical synapses by recording from pairs of relay neurons in acute slices of developing VB nucleus vbn of the thalamus from rats and mice electrical synapses were common between vbn relay neurons during the first postnatal week and then declined sharply during the second week electrical coupling was reduced among cells of connexin cx KO however some neuron pairs remained coupled this implies that electrical synapses between the majority of coupled vbn neurons require cx but that other gap junction proteins also contribute the anatomical CSD of a betagalactosidase reporter indicated that cx was expressed in some vbn SN during the first postnatal week and sharply declined over the second week consistent with our physiological results vbn relay neurons also communicated via chemical synapses rare pairs of relay neurons excited one another monosynaptically much more commonly spikes in one relay neuron evoked disynaptic inhibition via the thalamic RE in the same or a neighbouring relay neuron disynaptic inhibition between vbn cells emerged as electrical coupling was decreasing during the second PN week our results demonstrate that thalamic relay SN communicate primarily via electrical synapses during early postnatal OD and then lose their electrical coupling as a chemical synapsemediated inhibitory circuit matures
MVP,mitral valve prolapse,TS-1342,"Disease detection and tracking : Training Gradient Boosted Models to Quantify DiseasesIn addition to quantifying cardiac structure , we also trained GBM models using similar methods to detect PAH , HCM , CA , and MVP ."
IEC,information embedding cost,TS-1343,"This means that IEC score emphasis more on the KL divergence , or the information embedding accuracy rather than the compression rate of symbolic representations ."
DA,deterministic annealing,TS-1344,Additional iterations are used in DA Algorithm to avoid ending with a process that increases the local distortions .
BNN,binary neural networks,TS-1345,"They also propose a modified BNN , where they adopt the strategy of increasing the number of filters , to compensate for accuracy loss similar to wide reduced - precision networks ."
SA,simulated annealing,TS-1346,"Experiment design Figure illustrating the , , and Hybrid ( Crowd - SA ) approaches evaluated in this paper ."
ANN,artificial neural network,TS-1347,The ANN architecture is typically split into three types of layers : one input layer ; one or more hidden layers ; and one output layer ( c.f .
FEC,forward error correction,TS-1348,"Moreover , the FEC overhead amount introduced by this mechanism was 48 ( without taking into account the feedback messages overhead ) , which is higher than the proposed mechanisms as shown in Chapters , , and ."
FN,febrile neutropenia,TS-1349,we have previously reported the superiority of the epirubicin mgmcisplatin combination over single drug epirubicin mgm for T3 soft tissue sarcoma both in terms of response vs p and survival p the aim of the present T0 was to establish whether decreasing the dosage of epirubicin to mgm would result in the same activity but with less hematological toxicity one hundred fiftynine patients with T3 soft tissue sarcoma were randomized for either epirubicin mgmcisplatin mgm group a or epirubicin mgmcisplatin mgm group b the results were as follows group a patients were evaluated overall response rate was ci median survival was months and probability of survival at year was grade iv granulocytopenia was present in cycles and FN in group b patients were evaluated the overall response rate was ci median survival was months and probability of survival at year was grade iv granulocytopenia was present in cycles and FN in the differences were as follows for overall response rate p power for p for survival p for grade iv granulocytopenia p and for FN p a survival advantage p was evident for patients randomized to group b and with performance status or compared with similar patients from group a a plateaulike formation on the probability level of on the survival curve started from month onwards in conclusion both regimens share the same toxicity but epirubicin mgmcisplatin seems more AS in soft tissue sarcoma possibly indicating a breakthrough for activity between an epirubicin dosage of mgm and mgm in combination with cisplatin the superiority of the epirubicin mgmcisplatin regimen appears evident both in terms of response and survival
mp,muscularis propria,TS-1350,EUS eut allows the visualization of the gastric wall structure four and sometimes five distinct layers have been identified the st inner SL echogenic seems to correspond to the mucosa the nd echopoor to the muscularis mucosae the rd echogenic to the submucosa the th echopoor to the mp and the th echogenic to the serosa in pathological conditions this architecture changes considerably infiltration and extension of lesions can be precisely established moreover involvement of neighbouring organs can be preoperatively detected it is still difficult to establish only on the eut data whether a lesion is benign or malignant eut of the stomach is a new method of investigation which can be further developed but already shows a considerable interest
CT,computed tomography,TS-1351,"2 ) DATASET 2 ( 46 samples ) consists of CT images from the Head - Neck Cetuximab collection , downloaded from The Cancer Imaging Archive ( TCIA)(https://wiki.cancerimagingarchive.net/)clark2013cancer ."
CLI,critical limb ischaemia,TS-1352,atherothrombosis of the arteries supplying the brain and lower limb are the main causes of stroke and limb loss new therapies are needed to improve the outcomes of atherothrombosis recent evidence suggests a role for epigenetic changes in the development and progression of ischaemic injury due to AS occlusion of IP arteries dna hypermethylation have been associated with cardiovascular diseases histone posttranslational modifications have also been implicated in atherosclerosis Ox MDA-LDL regulated proinflammatory gene expression within endothelial cells is controlled by phosphorylationacetylation of histone h and acetylation of histone h for example there are a number of challenges in translating the growing evidence implicating epigenetics in atherosclerosis to improved therapies for patients these include the small therapeutic window in conditions such as acute stroke and CLI since interventions introduced in such patients need to act rapidly and be safe in elderly patients with many comorbidities preclinical animal experiments have also reported conflicting effects of some novel epigenetic drugs which suggest that further indepth studies are required to better understand their efficacy in resolving ischaemic injury ERP ways of dealing with these challenges are needed before epigenetic approaches to therapy can be introduced into practice
RNN,random neural networks,TS-1353,The selected video sequences are different from those used to train the RNN .
MTC,machine type communications,TS-1354,"For convenience , as it is common with neural networks , we organize all nodes in ( source , atomic , and the destination node ) in levels , such that the leaves of nodes at the first level ( ) are the MTC devices ( sources in ) , while the data center ""s"" processing unit ( the destination node ) corresponds to ."
PCA,principal component analysis,TS-1355,"Just like , which defines the number of principal components in PCA , ( figure ) , which defines the number of nodes in the innermost hidden layer , needs to be estimated before building the autoencoder ."
HDT,header dictionary triple,TS-1356,"tab : entail tabularwidth=llcccccccccccData & Rule & Res1 & Dist1 & Res2 & Dist2 & All & 1c TripleID & HDT & Stardog & Virtuoso & MySQL & TID / C 012347 & R2 & 8,395 & 2,437 & 226,433 & 169 & 169,776 & 18.09 & 34.15&764.95 & 3,073.12 & 4,402.72 & 53.45 & R3 & 9,589 & 2,505 & 226,099 & 186 & 62,005 & 2.46&30.85&740.23 & 752.29 & 4,904.71 & 35.41 & R5 & 6,545 & 450 & 0 & 0 & 0 & 0.28 & 0.53 & 0.19&0.23 & 4,177.85 & 6.7 & R7 & 6,545 & 1,120 & 32,433 & 95 & 22,855 & 0.55&38.39 & 128.88 & 1,776.76 & 6.18 & 20.87 & R9 & 10 & 4 & 1 & 1 & 1 & 0.19 & 7.03&200.72 & 0.25 & 3.36 & 0.03 & R11 & 26,785 & 4,716 & 87 & 47 & 90 & 1.24 & 0.65&2.42&11.99 & 53.06 & 69.92 btc - small & R2 & 10,185 & 3,596 & 301,680 & 205 & 219,698 & 23.08 & 49.87&509.12&4,485.87 & 7,416.90 & 88.08 & R3 & 11,438 & 3,592 & 305,591 & 210 & 89,372 & 3.53 & 45.61 & 455.42 & 913.18 & 8,125.93 & 77.38 & R5 & 7,980 & 584 & 0 & 0 & 0 & 0.39 & 0.68&0.76 & 0.22 & 7,098.16 & 11.58 & R7 & 7,980 & 1,496 & 57,884 & 100 & 40,622 & 1.00 & 53.39&442.34 & 1,907.66 & 8.65 & 28.32 & R9 & 10 & 4 & 1 & 1 & 1 & 0.21 & 9.04&657.43 & 0.05 & 4.55 & 0.26 & R11 & 36,561 & 6,739 & 91 & 49 & 98 & 3.06 & 0.85&3.72 & 6.22 & 97.22 & 124.58 tabular table*In Table tab : entail , after eliminating redundant results from the first GPU search ( Column "" Res1 "" ) , size is much smaller ."
GCN,graph convolution networks,TS-1357,"Secondly , we utilize the different multi - graph fusion methods for analyzing the intrinsic mechanism of the proposed SF - GCN ."
CTA,conditioned taste avoidance,TS-1358,although longdelay learning has been demonstrated numerous times in the CS taste avoidance procedure the empirical evidence showing this is almost exclusively limited to studies using emetics given that compounds outside the emetic class eg drugs of abuse are also ERP in inducing CS taste avoidances the present study assessed the ability of cocaine a nonemetic psychoactive compound to support longdelay conditioning as the unconditioned CS- in CTA preparation using CS as the conditioned stimulus two tastedrug pairings were followed by six extinction trials during which CS was presented without subsequent injections of cocaine during the two conditioning trials animals were injected subcutaneously with cocaine mgkg at different CS stimulusunconditioned CS- intervals that is and min a control group of animals was given an equivolume i.t. of the drug VH at the min CS stimulusunconditioned stimulus interval after two conditioning trials all treatment groups consumed significantly less saccharin than controls with the magnitude of the effect decreasing as the conditioned stimulusunconditioned CS- interval increased T3 six extinction trials animals injected with cocaine at and min conditioned stimulusunconditioned stimulus intervals still consumed significantly less than controls these results with cocaine suggest that taste avoidance learning over long delays is not limited to CP emetic compounds and may in fact be characteristic of taste avoidance learning in general
CNN,convolutional neural network,TS-1359,"Therefore , we extend basic CNN with a hierarhical neural network ( H - CNN ) and recurrent convolutional neural network ( Recurrent - CNN ) ."
DE,differential evolution,TS-1360,Optimization without a meta - model ( DE ) and a meta - model with different surrogate - relevator pairs ( each column corresponds to one of the methods for learning the relevator ) .
CNN,convolutional neural network,TS-1361,One demonstrates the CNN model and the other demonstrates the CNN - LSTM model .
AIDS,acquired immune deficiency,TS-1362,TN factor tnf and hiv p antigen levels were determined in the serum of intravenous drug abusers ivdas homosexuals and patients with lymphadenopathy or AIDS syndrome aids the mean tnf level in the SS of normal controls was compared to pgml in the SS of hivseronegative asymptomatic ivdas this increase of tnf may be due to the variety of infections that these people are exposed to persistently the mean tnf level in the serum of hivseropositive asymptomatic ivdas was pgml pgml in lymphadenopathy and pgml in patients with aids the mean p level in the serum of patients with aids was pgml compared to pgml in hivseronegative subjects while the other hivseropositive CG had relatively low levels the p antigen levels may reflect viral load in these patients silr and betamicroglobulin C2 were also elevated in patients with hiv infection the tnf may play a role in the antiviral activity against hiv virus and in the OD of fullblown disease after hiv infection
UD,ulcer disease,TS-1363,a highly conserved threonine residue marks the amino acid binding pocket within the editing active site of leucyltrna synthetases leurss in of endocrine cells of GM and their importance in prognosis of UD complications are discussed sixty patients with various complications of ulcer disease were examined investigation of quantity and functional activity of most frequent types of GM endocrine cells in different zones of affected area permitted to reveal strong correlation between quantity and functional activity of these cells changes of endocrine cells are reliable and have high prognostic significance in development of ulcer disease complications and must be taken into account by physicians to select RA policy for prevention of these complications
FEC,forward error correction,TS-1364,"In the case of FEC - based mechanisms , a number of open issues arose ."
FEC,forward error correction,TS-1365,"In doing that , it can offer less overhead during transmission in a wireless mesh network setting while providing as good video quality as non - adaptive FEC mechanisms ."
MAC,medium access control,TS-1366,"On the contrary , MIMA - MAC ""s"" result is close to that of single link MAC , which is caused by its lower handshaking efficiency compared to single link MAC ."
CI,constructive interference,TS-1367,"Initially , the algorithm accepts as input the CI matrix ."
BR,bug reports,TS-1368,"In particular , we analyse either bug report contents or the results retrieved by them , employ graph - based term weighting , and then identify important keywords from them for query reformulation as follows : Trace Graph Development from BR : According to existing findings , bug reports containing stack traces are potentially noisy , and performances of the bug localization using such reports ( the queries ) are below the average ."
NP,nasopharynx,TS-1369,a yearold female was complaining of sore throat right otorrhea and hearing impairment there were no abnormal findings suggestive of pulmonary tuberculosis on her chest xp and ct nasopharyngoscopic examination detected a lesion coated with WG mass on her NP and a biopsyspecimen from this lesion revealed histopathological findings compatible with tuberculosis and the presence of acidfast bacilli pcr was positive for mycobacterium tuberculosis complex therefore we diagnosed the case as primary nasopharyngeal tuberculosis and treated her by drug combination regimen with daily INH rifampicin ethambutol and pyrazinamide later low degree of resistance was noticed INH was replaced by levofloxacin T3 the antituberculosis chemotherapy her PS almost completely diminished and the mass in her NP disappeared as far as we can search japanese cases of primary nasopharyngeal tuberculosis including this case have been reported in the literatures we summarized the clinical features of these cases in table NP tuberculosis is a rather rare disease but recently due to the advances in diagnostic technology the number of the casereports has been increasing difficulties in detecting tubercle bacilli in nasopharyngeal lesion sometimes delayed definite diagnosis and treatment if a patient complains the PS compatible with this disease such as sore throat pharyngeal pain and otorrhea which are refractory to the general antibiotic therapy we should be aware of the existence of this disease and repeat bacteriological andor molecular examinations to prove tubercle bacilli to be able to start timely antituberculosis chemotherapy
ES,enterprise storage,TS-1370,HDDs are also classified by their interface : ES drives use Small Computer System Interface -SCSI or Fibre Channel - FC and PS drives use Advanced Technology Attachment - ATA .
PN,pontine nuclei,TS-1371,cacalmodulindependent protein kinase iv camkiv is thought to be involved in regulating mRNA by phosphorylating various transcriptional AF camkiv as well as camki are G1 upon phosphorylation by two distinct isoforms of cacalmodulindependent protein kinase kinases camkks alpha and beta in this study we raised isoformspecific monoclonal antibodies against camkks and examined the immunohistochemical localization of camkks in the rat brain compared with that of camkiv camkk alphaimmunoreactivity was rather widely distributed in neurons throughout the brain except cerebellar SC the highest levels of camkk alphaimmunoreactivity were observed in the cerebral cortex FN and motor neurons of the spinal cord moderate camkk alphaimmunoreactivity was observed in the HPC formation PN and various BS nuclei including TG vestibular cochlear and hypoglossal nuclei in contrast camkk betaimmunoreactivity was relatively restricted in some neuronal populations the highest levels of camkk betaimmunoreactivity were observed in the cerebellar granule cell layer and moderate immunoreactivity was observed in the CBF cortex HPC formation Cd putamen PN cochlear nucleus and molecular layer of the cerebellum in contrast to the prominent nuclear localization of camkiv both isoforms of camkks were localized in the perikaryal cytoplasm dendrites and nerve terminals but not in the cell nuclei the distinct localization of two isoforms of camkks suggests that the complicated mechanisms for activation of camkiv by camkks may be exerted in regionspecific manners as well as intracellularly
ANN,artificial neural network,TS-1372,"For testing samples with the maximum current over 10 , the ANN model performed better than the LMEM ."
SF,structure fusion,TS-1373,htAccuracy comparison of SF - GCN method with the base - line methods for node classification in citation network .
RDF,resource description framework,TS-1374,"However , the RDF model has a special feature : an IRI can be used as an object and predicate in an RDF graph ."
MSC,multi - layer same - resolution compressed,TS-1375,"Although much more feature channels are included in the Conv1+Conv5 features , our MSC features still provide improved performance , with a DPR of 83.7 , while achieving the fast tracking speed of 68.5 FPS , which is about 26 times faster than the Conv1+Conv5 features ."
RF,random forest,TS-1376,"We observe 1 - 2 increase for RF , upto 4 increase for KNN and a significant increase for MLP which is upto 7 ."
AIDA,"atomic , independent , declarative , and absolute",TS-1377,User StudyI felt that AIDA sentences could turn out to be a beneficial technology also in the classroom setting .
CF,collaborative filtering,TS-1378,"At this point , the "" with CF "" condition numbered about 26,000 users ."
DR,digit reversal,TS-1379,We use two ways of integrating DR units into the neural networks : Early Fusion and Mid Fusion .
DC,data consistency,TS-1380,DC denotes the data consistency layer and DS denotes the data sharing layer .
CNN,convolutional neural network,TS-1381,Theoretical Overview Faster R - CNN and YOLOv3Faster R - CNN and YOLOv3 are the state of the art algorithms used for generic object detection and were successfully adapted to many recognition problems .
CR,contention resolution,TS-1382,"Notably , DNNs can be used for object detection in VA ( App 2 and 3 ) and for person or car re - id in CR ."
CNN,convolutional neural network,TS-1383,"Neural Network Architecture and Hyperparamaters CNN ArchitecturesIn order to implement the proposed networks and analyze their performances , two different CNN architectures are utilized ."
CNN,convolutional neural network,TS-1384,In order to improve the testing accuracy of CNN models for traffic analysis we came up with MAT - CNN - SOPC Model .
ECL,electrochemiluminescence,TS-1385,ECL of the luminolo system in an electrolytefree DMF dmfdipropylamine dpa cosolution is induced by the formation of a carbamate IL il from the reaction between co and dpa on the basis of which a facile ecl sensor for measuring atmospheric co has been developed this ecl sensing method shows several advantages in the detection of co such as high safety high selectivity wide linear response range and good sensitivity the gas sensor was found to have a linear response range from ppm to vv and a PCD limit of ppm at signaltonoise ratio of this is the first reported ilinduced ecl sensor for a gas thus the principle of this type of sensor and the ilinduced ecl mechanism have been demonstrated in detail
LML,lifelong metric learning,TS-1386,"eq : model_samplity , each update for the LML system begins by base metric learning models to compute , we assume that this step has complexity , where is the number of feature , and is the triplets number of in our paper ."
MAC,medium access control,TS-1387,Multi - hop Mesh Networks : There are more challenges that need to be considered in designing MAC to operate in multi - hop wireless networks .
OPF,optimal pareto front,TS-1388,"Consequently , the OPF hitherto identified across all the previous trellis stages has to be concatenated with in Step 5 of Alg . ,"
SVM,support vector machine,TS-1389,"Example of pathology ( presence of implants ) SVM Based Refinements of AngulationsAfter we find an initial estimate of the short axis , we arrive at our final estimates of short axis , four chamber and two chamber angulations by using SVM regression models ."
DL,downlink,TS-1390,The first reason is that sum rate includes both DL and UL rates .
NC,network coding,TS-1391,We then describe in detail our proposed NC - ML approach in .
MER,music emotion research,TS-1392,"Sections and present applications of AEG to MER and emotion - based music retrieval , respectively ."
VNC,ventral nerve cord,TS-1393,in the drosophila embryo studies on cns OD have so far mainly focused on the relatively simply structured VNC in the trunk proneural genes become expressed in small cell clusters at TPS positions of the VP neuroectoderm a lateral inhibition process mediated by the neurogenic genes ensures that only one cell within each proneural cluster delaminates as a neural SC neuroblast thus a fixed number of neuroblasts is formed according to a stereotypical spatiotemporal and segmentally repeated DP each subsequently generating a TPS cell lineage owing to higher complexity and hidden segmental organisation the mechanisms underlying the development of the brain are much less understood in order to pave the way towards gaining deeper insight into these mechanisms we have undertaken a comprehensive survey of early BB OD until embryonic stage when all brain NBs have formed we descriatefermenting culture into sulphaterich medium upregulation of the dsr mrna content was observed irrespective of the mode of metabolism the percell dsr mrna content changed significantly during growth up to fold from the early to the late exponential phase during respiration with thiosulphate the maximum dsr mrna percell contents correlated with cellspecific sulphate reduction rates for all experiments environmental applications for the quantification of dsr mrna are discussed
TPT,topotecan,TS-1394,miswak is a traditional chewing stick prepared from the roots twigs and stem of salvadora persica and has been used as a natural method for tooth cleaning in many parts of the world for thousands of years a number of scientific studies havee TD was to gy the median dose was gy TPT chemotherapy mgm was po T3 the first week of radiotherapy on days and it was repeated every days the only chemotherapy group n received TPT chemotherapy mgm in the first week and the dose was po on days and it was repeated every days the median followup times were months to and months to in the chemoradiotherapy and in the only chemotherapy CG respectively the total response rates were and respectively the clinical benefit rates were and respectively with significant difference p the median disease PFS periods were and months respectively with significant difference p the median survival times were and months respectively with significant difference p the degrees of digestive tract reaction rates were and whereas the hematology toxicity rates were and respectively with no significant difference p as threedimensional CRT combined with topotecan chemotherapy had good curative effect on platinumresistant recurrent EOC with mild adverse reactions this technique can be used as a remedial measure
k(cat),catalytic constant,TS-1395,peroxidaselike activity of vitreoscilla hemoglobin vhb has been recently disclosed to maximize such activity two catalytically conserved residues histidine and arginine found in distal pocket of peroxidases have successfully been introduced into that of the vhb fifteenfold increase in k(cat) kcat was obtained in pr variant which was presumably attributable to the lower rigidity and higher hydrophilicity of distal cavity arising from substitution of proline to arginine none of the modifications altered the affinity towards either ho or abts ATP spectroscopic studies revealed that vhb SCV harboring th mutation apparently demonstrated the spectral shift in both ferric and ferrous forms to nm and to nm respectively all vhb proteins in ferrous state had lambdasoret peak at approximately nm following the carbon monoxide co binding expression of pr mutant mediated the downregulation of iron superoxide dismutase fesod as identified by dimensional gel PACE de and PMF pmf according to the high peroxidase activity of pr it could effectively eliminate autoxidationderived ho which is a cause of heme degradation and iron PR this decreased the iron availability and consequently reduced the formation of feferric uptake CDR fefur an inducer of fesod expression
ASD,autism spectrum disorders,TS-1396,"The work described in this paper is complementary but different from past work in that it analyzes a long - term SAR intervention for abstract concept learning , specifically helping children with ASD learn mathematics skills ."
DL,deep learning,TS-1397,"Given an input point , the estimated channel of the DL estimator with a large number of training samples is given by To compare the estimation MSEs of the LMMSE and DL estimators , we apply the decomposition in bias1 to assess their estimation performance ."
HL,high light,TS-1398,the isolation and characterization of the lycopene Îµcyclase gene from the green microalga chlorella chromochloris zofingiensis czlcye was performed this gene is involved in the formation of the carotenoids Î±carotene and lutein czlcye gene encoded a polypeptide of amino acids a single copy of czlcye was found in c zofingiensis functional analysis by heterologous complementation in escherichia coli showed the ability of this protein to convert lycopene to Î´carotene in addition the regulation of the carotenogenic pathway by CS and nitrogen was also studied in c zofingiensis high irradiance AS did not increase mrna levels of neither lycopene Î²cyclase gene lcyb nor lycopene Îµcyclase gene lcye as compared with low irradiance conditions whereas the transcript levels of psy pds chyb and bkt genes were enhanced nevertheless triggering the synthesis of the secondary carotenoids astaxanthin canthaxanthin and zeaxanthin and decreasing the C2 of the primary carotenoids Î±carotene lutein violaxanthin and Î²carotene nitrogen starvation per se enhanced mrna C2 of all genes considered except lcye and pds but did not trigger the synthesis of astaxanthin canthaxanthin nor zeaxanthin the combined effect of both HL and nitrogen starvation stresses enhanced significantly the accumulation of these carotenoids as well as the transcript levels of bkt gene as compared with the effect of only high irradiance AS
RF,random forest,TS-1399,It is noteworthy that the performance of the GLM is close to the one of the GAM and RF for this dataset .
DBN,directed belief net,TS-1400,This could contribute to the strong feature learning ability of DBN .
StAR,steroidogenic acute regulatory,TS-1401,the effect of kisspeptin kp on the secretion of progesterone p was investigated in cultured GCs from f to f follicles of hens the results showed that GCs were stained with clear signals for kisspeptin using immunocytochemistry with the TPS antibody against kp among and nm concentrations tested nm kp treated for h significantly increased p secretion in granulosa cells from f to f follicles T3 h and h of treatment nm kp showed a significant increase in p secretion while after h of treatment p secretion was markedly decreased by kp compared to the control group p f and f cells treated with nm kp for h showed significantly increased viability p and which was in parallel to a marked increase in p secretion p realtime pcr results showed that the mRNA of the StAR protein star cytochrome p sidechain cleavage pscc and the enzyme Î²hydroxysteroid dehydrogenase Î²hsd in f and f granulosa cells was significantly upregulated by h nm kp treatment p versus p respectively however there was no significant difference in star pscc and Î²hsd protein content between control and the kp treated group p these results indicate that kp stimulates p secretion in cultured chicken GCs which was associated with an upregulation in star pscc and Î²hsd gene transcription
EA,epidural anaesthesia,TS-1402,acute hepatic porphyrias are genetic diseases characterized by acute neurological PS sometimes fatal triggered by different factors in particular by many anaesthetic drugs and also by pregnancy we report here the experience of three porphyric patientsdeliveries allowing us to consider a proposition of management in this context T3 discussion between anaesthesiologist obstetrician and porphyria specialist two types of management of such patients can be foresee asymptomatic patients or in long remission can benefit from locoregional anesthesia techniques with BUP for both labour analgesia and caesarean section SA is then the technique of choice allowing using smaller quantity of local anaesthetic than EA for symptomatic patients or in crisis we have rather choose intravenous narcotics for labour analgesia and GA anaesthesia for caesarean section the hypnotic agent of choice for both induction and maintenance of such anaesthesia is then propofol
BM,basal medium,TS-1403,it has been previously shown that subetta a drug containing releasedactive forms of antibodies to the insulin receptor Î²subunit and antibodies to EC nitric oxide synthase stimulated insulininduced adiponectin production by mature human adipocytes in the absence of insulin therefore it was assumed that subetta could activate the insulin receptor to confirm this hypothesis the capacity of subetta to activate the insulin receptor in mature human adipocytes in the absence or presence of the insulin was investigated cells were incubated either with subetta or with VH or with BM for days then adipocytes were treated with water or insulin nm for min following treatment lysates were prepared and phosphorylation of insulin receptor Î²subunits was analyzed by western blot analysis it was shown that subetta significantly increased p the phosphorylatedinsulin receptor Î²subunittotal insulin receptor Î²subunit ratios in both the presence and the absence of insulin these results support previously published data and indicate that subetta could activate the insulin receptor through the effect on its Î²subunits whose conformational state is essential for insulin receptor activation this action might serve as one of the primary mechanisms of the drugs antidiabetic effect
RNN,recurrent neural network,TS-1404,"RBP improved the network performance for RNN , GRU , and LSTM ."
