acronym_,expansion,id,text
DG,discontinuous galerkin,TS-1348,"The mass matrix , stiffness matrix , and face matrix are defined as * Periodic Numerical FluxChoice of the nodal values is at the heart of all DG formulations ."
IP,internet protocol,TS-1349,"In particular , InBlock implements a registry that is not under control of any single entity , implying that no single entity can prevent another entity to obtain IP address allocations ."
UC,unit commitment,TS-1350,"ht  max width=0.8 decision/.style = diamond , draw , thick , aspect=3 , text badly centered , inner sep=0pt , block/.style = rectangle , draw , thick , text centered , rounded corners , process/.style = rectangle , draw , thick , text centered , input/.style = trapezium , trapezium left angle=70 , trapezium right angle=-70 , draw , thick , text width=10em , text centered , point/.style = coordinate , on grid Flow chart of UC solution by using the enhanced GWO algorithm ."
AR,augmented reality,TS-1351,We show that over 30fps for the stereoscopic AR rendering and 24Hz for the slave - tool tracking from the EKF can be achieved while running simultaneously on a commodity GPU and using the robot operating system ( ROS ) .
DL,description logics,TS-1352,"There are also several extensions of DL by operators from the temporal logic LTL together with the definition of an appropriate semantics , e.g. in ."
PIN,proposal indexing network,TS-1353,"For the weakly supervised setting , we propose to use knowledge transfer learning from an object detection system for training PIN and retrieving region proposals that may belong to query phrase category ."
MI,myocardial infarction,TS-1354,"tb   Normal ECGMI ECGECG features extraction stageFigure depicts the amplitude parameters , , , calculated during the 15 minutes of ECG recordings in respect of previous Normal , PAC , PVC and MI ECGs ."
LOS,line of sight,TS-1355,"The path exponent , where , when the transmission is in LOS , whereas , when transmission is in NLOS ."
RV,random vaccination,TS-1356,"Thus , the preventive efficiency of RV strategy is about 18 in the DDT network and 16 in the GDT network at the vaccination rate ( see Fig ."
MT,machine translation,TS-1357,"We trained attentional RNN , Transformer and Moses MT systems ."
BNC,brown news corpus,TS-1358,al ; they identify the sentence to be in English language if is present in BNC frequency list .
AFC,atomic function computation,TS-1359,Each AFC module evaluates an ( atomic ) function over the input data packets and delivers an output data packet representing the atomic function evaluation .
NN,neural network,TS-1360,"First , we discuss the benchmark results of the NN network ."
SF,sequential fixing,TS-1361,The BT and SF protocols can find solutions with a gain close to the best known gain .
TS,thompson sampling,TS-1362,Con - TS - RTP is more conservative with its exploration of untested price signals and avoids the constraint violations made by the unconstrained TS algorithm .
BN,batch normalization,TS-1363,BN was used for the VGG blocks on the top but not for the VGG16 patch classifier because it is a pre - trained network which can not be modified .
SCS,statistical compressed sensing,TS-1364,"Figures ( a ) and ( c)-top plot the MSE ( normalized by the ideal signal energy ) of SCS and that of the best -term linear approximation , as well as their ratio as a function of , with fixed at typical values and ( and ) ."
FA,feedback alignment,TS-1365,"The results demonstrate that constraining the norm in this way does not substantially affect the performance of BP , while resulting in improved performance using FA with Top-1 error , further narrowing the gap between the two methods ( Table , Figure ) ."
EM,expectation maximization,TS-1366,"In , the authors demonstrate that the EM - based framework works well when the sentence level classifiers involve logistic regression with hand - crafted features ."
NIC,neural image caption,TS-1367,"CNet - NIC use an external knowledge graph , specifically , ConceptNet , a labeled graph which connects words and phrases of natural language connected by edges that denote commonsense relationships between them , to infer two sets of terms related to the words that describe the objects found in the scene by the object recognition module ."
MI,mutual information,TS-1368,We first give a general expression for the gradient of MI with respect to the channel parameters in a MAC with arbitrary channel model .
SBM,sequential monte carlo,TS-1369,"Before looking at SBMs with topic modelling for graph and textual data , it is useful to look at a recently proposed SBM for textual data by ."
RL,reinforcement learning,TS-1370,"For robotics , this is crucial for real - world use of RL due to the impracticality of running millions of attempts on a physical system only to learn a low - level behavior ."
SRL,state representation learning,TS-1371,"Datasets and EnvironmentsIn this section , we describe a set of environments with incremental difficulty , designed to assess SRL algorithms for robotic control ."
MDC,metering data collector,TS-1372,The MDC application connects to the device via a TCP / IP network and retrieves new data every second .
CH,cluster head,TS-1373,"denotes the corresponding CH of node , and is the CHs set ."
MSE,mean squared error,TS-1374,"As shown in Table , we compute the probabilities of agreement and disagreement with users for MSE and NPSS ."
PCA,principal component analysis,TS-1375,Principal component analysis ( PCA ) is then applied to whiten the features .
RF,random forest,TS-1376,Parameters for LR and RF are analyzed by comparing the results on the training data set and then used to predict the test data .
SOP,secrecy outage probability,TS-1377,"that as the number of relays increases , the SOP of the various schemes rapidly decreases , except for the DSA , DSM and DMM schemes ."
MSE,model selection eqn,TS-1378,b ) The same for MSE eqn : MSE : SCS:2gaussians ( normalized by the ideal signal energy ) of the decoded signals .
SM,scalar multiplication,TS-1379,Table shows improvements on other SM methods .
MDS,minimum dominating set,TS-1380,proved APX - hardness for the MDS problem on vertically - stabbed - L graphs by showing that all circle graphs ( intersection graphs of chords of a circle ) are vertically - stabbed - L graphs .
CMC,crude monte carlo,TS-1381,", , for ( ) do : for ( ) do : algorithmicalgorithmWe will use for CMC with guarantees , and use , given its generality , to turn various existing techniques into PAC methods themselves ."
MR,mixed reality,TS-1382,"The proliferation of autonomous agents and vehicles raises the question : Is it possible , with MR agents , to warn bystanders of abrupt direction changes ?"
CNN,convolutional neural network,TS-1383,The method extensions on exploiting sliding - window CNN based dense image patch labeling and framework variations are described in Sec .
CA,coordinate ascent,TS-1384,"Specifically , we introduce customized coordinate ascent ( customized CA ) to speed up ranking within a specific record type ."
TD,temporal difference,TS-1385,We backpropagated the TD error through the network to update its weights ( initialized using Xavier rule ) .
GP,gaussian process,TS-1386,Here the state transition is assumed to be governed by a nonparametric stochastic function following a GP prior .
AI,artificial intelligence,TS-1387,The mathematical foundations of AI non - destructive correction are presented and a series of new stochastic separation theorems is proven .
SR,success rate,TS-1388,table*Navigation performance ( SR and SPL in ) on different input modalities from AI2-THOR with stop action .
SWD,sliced wasserstein distance,TS-1389,"Model performances evaluated using SWD are shown in Table , and samples of generated landscapes are shown in Fig . ."
ES,evolutionary strategies,TS-1390,"To solve this challenge , we reach for recent work using ES from the LTR and Reinforcement Learning space to maximize our desired objectives ."
SMC,sequential monte carlo,TS-1391,"In this paper , we propose an SMC augmented by HMC ( HSMC ) for inference and model learning of nonlinear SSM , which can exempt us from learning proposals and reduce the model complexity significantly ."
DBN,deep belief network,TS-1392,We have shown that ECS - DBN significantly outperforms other competing techniques on 58 benchmark datasets and a real - world dataset .
SVM,support vector machine,TS-1393,They collected data over months and feed them to the SVM classifier .
PD,progressive disease,TS-1394,"For example , Chen et al.chen2014imaging identified significant volumetric loss in the olfactory bulbs and tracts of PD patients versus controls from MRI scans , and the inverse correlation between the global olfactory bulb volume and PD duration ."
ADN,activity driven networks,TS-1395,"Thus , it is necessary to modify the ADN model to create links for indirect interactions ."
MSD,million song dataset,TS-1396,Note that this English predominance may be a another drawback of SHS and MSD for evaluating generic text - based cover detection systems .
GPA,graph partition algorithm,TS-1397,"In particular , we apply the initialization techniques of GPA , HARP and Random to the widely - used network embedding algorithms , i.e. , node2vecaj16 , DeepWalkbrs14 , and LINEjmmm+15 ."
RDF,resource description framework,TS-1398,Schema mapping SmWe define a schema mapping which takes an RDF graph schema as input and returns a PG Schema as output .
MRE,mean relative error,TS-1399,MRE is defined as .
QRF,quantile random forest,TS-1400,The complete conditional probability density curve of future crop yields are illustrated 2 ) Two interval prediction evaluation metrics ( prediction intervals coverage probability and prediction interval normalized average width ) are used to assess the performance of the proposed QRF - SJ .
MED,multimedia event detection,TS-1401,One of the main goals of MED research is to produce methods that are general enough to be effective across different datasets .
DS,data structure,TS-1402,"We work on a multi - level LSH data structure , DS , set up for with tables ."
RL,relative location,TS-1403,This tactic provides the RL agent flexibility to increase its speed to maintain close proximity to the GS agent if necessary .
ARD,adversarially robust distillation,TS-1404,"A student distilled from a robust teacher is more robust than a naturally trained network , but ARD produces a more robust network than either and closely mimics the teacher ""s"" decision boundary ."
TI,threshold initialization,TS-1405,The TI strategy basically pre - inserts some patterns as candidates to raise the initial threshold before starting the mining process .
CI,constructive interference,TS-1406,The reason is because for the problem is more restricted in the optimisation variable dimensions and the conventional scheme in this scenario leads to greatly increased uplink and downlink powers while for the CI scheme this scenario can be accommodated and has higher feasibility so consumes lower power .
DCF,discriminative correlation filter,TS-1407,"MSC Features for the Basic DCF framework A typical DCF learns a correlation filter by solving a Ridge Regression problem : where is the extracted MSC features of -th channel with the DSNet parameters corresponding to the training image patch , is the desired Gaussian distribution , is a regularization parameter that alleviates the overfitting problem ."
OT,oblivious transfer,TS-1408,"As discussed below , attempts have been made to construct OT extension protocols to output both the above kinds of OTs ."
HOG,histogram of gradients,TS-1409,Sample postures and the plot of the corresponding HOG features are shown in Figure .
FEC,forward error correction,TS-1410,"When the Highway values are analysed , one can notice that over 61 of the packets belong to B - Frames , which are not considered in either the non - adaptive Video - aware FEC or in ViewFEC , because they lead to minor impairments if lost ."
CI,conditional independence,TS-1411,Assuming the causal Markov condition and faithfulness –- which together state ( roughly ) that statistical independence implies graphical independence and vice versa –- a number of algorithms have been developed that use CI tests to discover an equivalence class of DAGs consistent with a set of observational data .
GPS,global positioning system,TS-1412,The GPS technology allows the accurate positioning of an object using satellite signals .
TAS,transmit antenna selection,TS-1413,"For a specific channel realization and the th selected pattern , the transmission rates of desired and eavesdropping channels are respectively bounded aswhere and are given byThen , the corresponding SR is bounded asNotice that and are the functions of , thus we can carefully select a pattern for maximizing , which can be formulated asIn general , the optimal TAS pattern for ( ) is usually obtained by an exhaustive search approach due to the fact that the in ( ) is associated with the selected pattern ."
SL,strictly local,TS-1414,Each of the SL languages was defined with four banned substrings and each of the SP languages was defined with one banned subsequence .
CNN,convolutional neural network,TS-1415,"From Left , Center to Right are the original CT image , CT image with annotated pancreas contour in red , and CNN response map overlaid CT image ."
IB,information bottleneck,TS-1416,"For practical reasons , the problem is usually solved by maximizing the IB Lagrangian ( i.e. , ) for many values of ."
CNN,convolutional neural network,TS-1417,"hThis table shows percentage accuracy rates of various conventional methods compared to those of S - CNN , when all bands are used Best 3 bands are chosen by band selection to give the most uncorrelated bands , as seen in Table ."
FEC,forward error correction,TS-1418,"The scheme without FEC averaged a value of 5,277 ."
SMT,satisfiability modulo theory,TS-1419,"Decision problems for such formulas are equivalent to satisfiability of SMT with universally quantified variables , whose free variables are implicitly existentially quantified ."
SE,situation entity,TS-1420,"In order to further improve SE type classification performance , we also add an extra CRF layer at the top of our paragraph - level model to fine - tune a sequence of SE type predictions over clauses , which however is not our contribution ."
SC,sum capacity,TS-1421,Performance comparison in terms of SC for CNOMA - OAM method against conventional CNOMA and OMA - OAM over Rician fading channel is also analyzed .
CA,cellular automata,TS-1422,"This topological approach carries through to CA over graphs , and simplifies the proofs a great deal ."
IR,information retrieval,TS-1423,The performance of Lucene with the baseline queries was selected as the baseline performance ( Table ) for IR - based bug localization in this study .
SF,structure fusion,TS-1424,"SPF - GCN shows the best performance in structure fusion generalization experiments , whereas the performance of SF - GCN is better than that of SP - GCN ."
DMA,direct memory access,TS-1425,The DMA provides a stream of data to the accelerator for processing and consumes the data produced by the accelerator and writes it back to memory .
CF,collaborative filtering,TS-1426,"The left part is for the CF task : , , and work together to infer our CF task target , i.e. , whether the user would visit a specific publisher or not ."
GPS,general pattern search,TS-1427,"In , a unified theoretical formulation of GPS algorithms under a common notation model has been presented as well as an extensive analysis of their global convergence properties ."
CNN,convolutional neural network,TS-1428,"Despite the potential capability of edge feature as a residual connection , the recent methods on Arabic HNC are still focusing on stacked CNN ."
BP,belief propagation,TS-1429,"While BP is exact on tree PGMs , it is approximate on general graphs containing loops , where iterative updates are applied until convergence ."
CNN,convolutional neural network,TS-1430,Recent approaches seek the end - to - end crowd counting solution by CNN based object detectors and greatly improve the counting accuracy .
DM,dialog management,TS-1431,"We add this item set as an """" ontology """" to the Pydial benchmark for DM systemscasanueva2017benchmarking which is described in the next Sections in more detail ."
HAN,hierarchical attention network,TS-1432,"In addition the HAN could be extended to include both a layer at the line and segment level , or even at the character level , to explore performance ."
SBM,sequential monte carlo,TS-1433,"Rather than aimlessly increasing the model complexity , one should aim at modifying or extending an SBM to realistically capture the properties of real - world networks ."
FEC,forward error correction,TS-1434,"The FEC method , instead of retransmitting the lost information , adds an amount of redundant data ( or parity bits ) , allowing the receiver rebuild the original error - free data if something is lost or damaged ."
ART,adaptive radix tree,TS-1435,"Since our aim is to obtain a completed ART index rather than a sorted column , we assemble a cracker index with an ART index and an auxiliary data structure for maintaining the information of column data organization ."
BS,base station,TS-1436,"RobustnessIn order to study the robustness of the proposed algorithm to possible uncertainty in cluster localization , we assume the well - known SAGE algorithm as a means to estimate DoAs and delays at the BS , operating offline , as mentioned above ."
CNN,convolutional neural network,TS-1437,"Given that the gradient - based algorithm trains the whole network to minimize an error criterion directly , CNN can produce highly optimized weights ."
RL,resource limitations,TS-1438,"Moreover , to avoid the complexity in training continuous RL agent , we focus more on the state - value only ."
AD,automatic differentiation,TS-1439,The notion of derivatives as linear maps is the basis of calculus on manifolds and was also used for AD by .
AP,average precision,TS-1440,We show mean AUC and AP with standard error over 10 runs with random weight initializations on fixed data splits .
FL,federated learning,TS-1441,Simulation results show that the proposed scheme that jointly considers transmission and computation optimization can achieve up to 25.6 delay and37.6 energy reduction compared to the conventional FL methods .
FSM,finite state machine,TS-1442,Combinational logic locking and FSM locking are two most researched post - synthesis obfuscation methods in the literature .
IP,intellectual property,TS-1443,It is also possible to import hard IP cores from vendors and integrate them into the SoC at this stage .
FEC,forward error correction,TS-1444,"Additionally , several enhancement techniques have been proposed for the ARQ methods , including some in combination with FEC - based schemes ."
IR,information retrieval,TS-1445,"Recently , combine bug report contents and three external repositories , and outperform five earlier IR - based bug localization techniques which makes it the state - of - the - art ."
CA,contention adaptions,TS-1446,""" @width 1pt plainFaster Concurrent Range Queries with Contention Adapting Search Trees Using Immutable DataFaster Concurrent Range Queries in CA Trees Using Immutable Data Structures  1Kjell Winblad1Department of Information Technology , Uppsala University , Sweden kjell.winblad@it.uu.seK. WinbladKjell WinbladD.2.8 Performance measures , E.1 Trees , H.2.4 Concurrencylinearizability , concurrent data structures , treap 0 To appear in 2017 Imperial College Computing Student Workshop ( ICCSW 2017 ) 3 1 110.4230/OASIcs.xxx.yyy.p The need for scalable concurrent ordered set data structures with linearizable range query support is increasing due to the rise of multicore computers , data processing platforms and in - memory databases ."
ASR,automatic speech recognition,TS-1447,"Finally , the ratings are used as target labels to fit a model based on objectively measurable features ( e.g. task success rate , word error rate of the ASR system ) ."
RF,random forest,TS-1448,Most of the rupture propagation ( true positives ) and arrest ( true negatives ) data are distinguishable in the PCA plots for the RF ( Fig . (
GCM,google cloud messaging,TS-1449,"enumerateWeb App : We used GCM to send start / stop commands to the smartphone , which upon receiving start / stop recording the sensors data and send start / stop recording trigger to the smartwatch ."
AP,access point,TS-1450,"Therefore , only the STAs that have successfully sent RTSs in both contention rounds are allowed to transmit frames to the AP at the same time ( as illustrated in Figure ) ."
GT,graph traversal,TS-1451,"GT , graph traversal ; SDP , semi - definite programming ; SP , spectral ."
RRC,rank residual constraint,TS-1452,The complete description of the proposed RRC based image denoising approach to solve the problem in Eq .
QA,question answering,TS-1453,A QA model will compute a score for each possible answer span .
CNN,convolutional neural network,TS-1454,The estimation corresponds to the CNN model until epoch 40 of the training phase .
ISP,image signal processor,TS-1455,"To do so , we build software models of a configurable ISP and an imaging sensor in order to train CNNs on ImageNet with a range of different ISP settings and functionality ."
PAD,presentation attack detection,TS-1456,tablehtbp  subtable.5 tabularccccc Test & HTER ( ) & ACER ( ) & APCER ( ) & BPCER ( ) CASIA - FASD & 41.57 & 48.98 & 81.11 & 16.85 REPLAY - ATTACK & 27.61 & 34.06 & 33.96 & 34.17 3DMAD & 29.00 & 29.00 & 0.00 & 58.00 MSU - MFSD & 31.11 & 46.66 & 46.66 & 46.66 REPLAY - MOBILE & 26.89 & 28.19 & 34.37 & 22.02 HKBU & 45.00 & 45.00 & 90.0 & 0.00 OULU - NPU & 34.68 & 41.11 & 75.27 & 6.94 ROSE - YOUTU & 37.88 & 45.81 & 42.40 & 49.22 SIW & 31.97 & 48.40 & 53.07 & 43.74 CSMAD & 40.51 & 40.51 & 10.20 & 70.83 tabular Results using the Quality - Based face - PAD results : crossdataset : quality subtable subtable.5 tabularccccc Test & HTER ( ) & ACER ( ) & APCER ( ) & BPCER ( ) CASIA - FASD & 15.45 & 16.75 & 17.78 & 15.73 REPLAY - ATTACK & 25.11 & 33.35 & 31.25 & 35.44 3DMAD & 0.00 & 0.00 & 0.00 & 0.00 MSU - MFSD & 17.78 & 35.00 & 56.66 & 13.33 REPLAY - MOBILE & 18.30 & 22.99 & 23.96 & 22.02 HKBU & 0.00 & 0.00 & 0.00 & 0.00 OULU - NPU & 34.27 & 37.78 & 72.22 & 3.33 ROSE - YOUTU & 27.42 & 34.78 & 25.25 & 44.32 SIW & 9.90 & 22.06 & 30.43 & 13.69 CSMAD & 40.05 & 40.05 & 55.10 & 25.00 tabular Results using the Color - Based face - PAD results : crossdataset : color subtableResults for Cross - Dataset protocolresults : crossdatasettable
BR,bug reports,TS-1457,"Baseline queries from these reports return their first correct results at the 53 ( for BR ) , 27 ( for BR ) and 30 ( for BR ) positions of their corresponding ranked lists ."
SPF,structure propagation fusion,TS-1458,"The proposed SPF - GCN can compromise these constrains for balancing the incomplete structure information by optimizing the weight of multiple structures , and also connect the different structure for complementing the different information ."
RV,random vaccination,TS-1459,"Further , increasing of shows that RV strategy reduces outbreak sizes to about 1 K infections at ."
GCN,graph convolution networks,TS-1460,"We analyze the similarity GCN in a maner akin to eq : contrastrestrict andwe can easily verify that : equationz_s^k(u ) - z_s^k(v ) = ( 1 - 1n-1 ) _ reduction ( z_s^k-1(u ) - z_s^k-1(v ) ) _ contrast in previous layer , eq : diffsimilarequationwhere , denotes the output of the -th convolution layer for the -th vertex in the similar view ."
CNN,convolutional neural network,TS-1461,"& LinearRegression & LogisticRegression & NN & CNN 43*LAN ( ) & 2 * 1 & ABY3 & & & & & & This & & & & 2 - 7 & 2 * 100 & ABY3 & & & & & & This & & & & 43*WAN ( ) & 2 * 1 & ABY3 & & & & & & This & & & & 2 - 7 & 2 * 100 & ABY3 & & & & & & This & & & & tabular Online Runtime of ABY3 ( Malicious ) and This for Secure Prediction of Linear , Logistic , NN , and CNN models for . ("
HAN,hierarchical attention network,TS-1462,"Specifically , on the Douban dataset , KRF achieves 7.12 to 45.55 absolute improvement on Micro F1 compared with HAN - LCM ."
GCN,graph convolution networks,TS-1463,"Comparison with the base - line methodsThe proposed method ( SF - GCN ) can be constructed based on GCN , and attempt to mine the different structure information for completing the intrinsic structure in multi - view data ."
CRF,conditional random field,TS-1464,Word embeddingsWord - embedding - based features have been used for a CRF - based Vietnamese NER model in .
DBN,deep belief network,TS-1465,"At run - time , we test the resulting ECS - DBN with test dataset to report the performance ."
SM,supplementary material,TS-1466,"To illustrate this convergence , we provide an example based on a 7-dimensional Synthetic dataset 5 in SM D.2 ."
SR,secrecy rate,TS-1467,The BER performances of the proposed leakage - based and Max - SR are worse than that of generalized EDAS and better than that of random method .
RTF,region templates framework,TS-1468,"Summarizing , this work focuses on two ways of accomplishing computation reuse in SA applications for the RTF : ( i ) coarse - grain tasks reuse and ( ii ) fine - grain tasks reuse ."
NP,new persian,TS-1469,"The Kurmanji dialect of Kurdish shows a preference for b- where other languages do not , e.g. , buraz , vuraz """" boar """" : NP guraz ; birsi , birchi """" hungry """" : NP gurusnah , but elsewhere agrees with Persian , e.g. , gurg , gur """" wolf """" ."
SDP,shortest dependency path,TS-1470,"The SDP is marked with concept type as BTest ITest O O BProblem Here B , I and O denote the beginning , intermediate and outside of an entity ."
CSPs,constraint satisfaction problems,TS-1471,"Using the same idea as in Theorem thm : types - tractable - implies - structure - tractable , one obtains a series of new abstract tractability conditions : for every known abstract tractability condition for finite domain CSPs , we obtain an abstracttractability condition for reducts of finitely bounded homogeneous structures ."
GPS,general pattern search,TS-1472,For any GPS method which satisfies the specifications of Hyp .
MAC,medium access control,TS-1473,"However , as the number of STAs further increases , where both up / down - link saturate , LI - MAC outperforms Uni - MUMAC , which is because Uni - MUMAC suffers a high collision rate in the 2-nd round that prolongs the 2-nd round duration ."
RF,random forest,TS-1474,"Then , for our classification purposes , we apply three different classification algorithms : DT , RF and NN , accomplished with Scikit - Learn ."
CA,contention adaptions,TS-1475,"However , previous CA tree variants """" scalability for large range queries is limited as their range queries lock out other threads from large portions of the data structure for a time period whose length is proportional to the number of items with keys in the given range ."
OT,optimal transport,TS-1476,""" two OTs "" indicates each module has two OT divergences coming from different sources ."
CLS,constrained least squares,TS-1477,C. S. Burrus and the author of this work have been working on the CLS problem using IRLS methods with positive results .
PD,parkinson 's disease,TS-1478,a ) The top identical edges for PD group ; ( b ) The top discriminative edges between PD and HC groups .
SL,strictly local,TS-1479,The Reber grammar is SL and the embedded Reber grammar is LT .
AR,augmented reality,TS-1480,In this history of mobile AR we considered both definitions and the evolution of the term over time .
DC,dynamic cluster,TS-1481,"With the average over all DCs and for each DC over all pairs of neighboring time points the DC exists : equation C_tot = _ c DC_i=0^n-1c_ic_i+1c_i c_i+1_c DCc - DC , equationwith the total number of snapshots , the set of all dynamic clusters and the number of snapshots the DC exists ."
IP,intellectual property,TS-1482,"To be more specific , SoC design houses obtain licenses for third - party intellectual property ( 3PIPs ) of pre - designed components from IP vendors in the form of soft IP ( e.g. HDL cores ) or hard IP ( e.g. GDS ) , design an SoC by integrating the various 3PIPs with their own IP , and outsource the SoC design to contract foundries and assemblies for fabrication and packaging ."
SG,skip gram,TS-1483,"Continuous bag - of - words The standard CBoW is the inverse of SG model , which predicts input word on behalf of the context ."
LP,linear programming,TS-1484,"Overview of the algorithm : First , we solve the relaxed LP formulation of the ILP of the input Proper - Seg - Dom problem and create two subproblems ."
DA,dialogue acts,TS-1485,Our final model significantly outperforms the state - of - the - art approach on a tech forum dataset where the dialogues are packed with complex DA structures and information - rich utterances .
RNN,recurrent neural network,TS-1486,The general state equation of RNN is : where is a set of differentiable operators parameterized by .
RC,recurrent convolution,TS-1487,This RC network has the following architecture : where is a non - recurrent block .
BN,batch normalization,TS-1488,BN layers are shared in both of these two works .
DAR,dynamic assignment ratio,TS-1489,"Using the arrival time , we can compute assignment ratio and put it to its corresponding entry in DAR matrix ."
CNN,convolutional neural network,TS-1490,"Comparing model M4 with M7 , M5 with M8 , and M6 with M9 , we can see that adding the CNN encoder leads to 0.80 - 1.23 BLEU gain ."
BS,base station,TS-1491,In D2D Single - hop Relaying mode one of the D2D UEs is connected to a BS or Access Point and provides access to another D2D UE .. D2D Multi - hop Relay : The single - hop mode is extended by enabling the connection of more D2D UEs in chain .
FEC,forward error correction,TS-1492,Both FEC and ARQ methods are discussed below .
MP,most popular,TS-1493,"Furthermore , in this case , the CF approach , which analyzes the 18,593 interactions between users and services in a personalized manner , provides better results than MP ."
VAT,visceral adipose tissue,TS-1494,"Finally , we present a case study on unseen data comparing the VAT - V and SAT - V calculated from the FatSegNet segmentations against BMI to replicate age and sex effects on these volumes in a large cohort ."
PNN,product - based neural network,TS-1495,The architecture of the PNN model is illustrated in Figure .
VAT,virtual adversarial training,TS-1496,reduction of cost over the first ten epochs for the low - latency convolution and VAT models : a zoomed - in version of fig:500epcThe behavior of cost function in the first 10 epochs is seen image 13 .
PD,parkinson 's disease,TS-1497,"In order to test whether the prediction results are meaningful for distinguishing brain networks as PD or HC , we visualize the Euclidean distance for the given 754 DTI acquisitions ."
SVM,support vector machine,TS-1498,"Furthermore , LR is prone to the problem of over - fitting as it focuses on maximizing the likelihood , while SVM can generate linear hyperplanes by mapping the data into high - dimensional spaces ."
FC,fully connected,TS-1499,"Once all FC - features are obtained , we find key features that reflect the feature distribution of the sequence using a small number ."
CT,computed tomography,TS-1500,We firstly crop CT data centered at predicted nodule locations with size 3232 32 .
CNN,convolutional neural network,TS-1501,The bottom row shows the absolute difference with respect to the CUE - CNN system .
ML,machine learning,TS-1502,"In each of the ML binary classifiers we used seven features to characterise pixels : intensity based features extracted from a pixel neighbourhood ( intensity value , range , average , standard deviation , and entropy ) and geometric features ( the local curvature information provided by the hessian eigenvalues ) , ."
SBM,sequential monte carlo,TS-1503,"SBM with longitudinal modelling The SBMs and related models introduced so far assume that the graph is observed at one instant , which can be regarded as a cross - section of a graph that is evolving over time ."
MPI,multiple parallel instances,TS-1504,"Overall , parallel MPI with HDF5 appeared to be a robust approach to obtain good scaling , even for I / O - bound tasks ."
OT,oblivious transfer,TS-1505,"There is a fundamental limitation to OT ""s"" efficiency as it is unlikely that OT is possible without public - key cryptography and solely relying on symmetric - key cryptography ."
DA,dialogue acts,TS-1506,"Nonetheless , these models only concern single - label DA datasets ( e.g. , SwDA ) and heavily rely on CRF , which is incapable of predicting multiple labels for each utterance ."
QRF,quantile random forest,TS-1507,Our proposed method ( QRF - SJ ) will help in obtaining a complete conditional probability density for different time horizons by selecting a suitable bandwidth and kernel function .
SVM,support vector machine,TS-1508,"Next , cellular neural networks were used to segment the regions and to extract shape descriptors ( eccentricity , circularity , density , circular disproportion , and circular density ) , followed by a SVM classifier ."
CNS,copenhagen networks study,TS-1509,"@X rrr & & & Social circle size , & & & Activity space size , & & & New ties / week , & & & New locations / week , & & & Social circle entropy , & & & Activity space entropy , & & & Social circle stability , & & & Activity space stability , & & & Social circle rank turnover , & & & Activity space rank turnover , & & & T=30 , CNS dataset : Persistence of social and spatial behaviour ."
ECC,error correcting code,TS-1510,"tabularlcccccc & 2cTesla K40c ( ECC on ) & 2cTesla K40c ( ECC off ) & 2cGeForce GTX 1080 ( r)2 - 34 - 5 ( l)6 - 7 Method & time & rate & time & rate & time & rate Radix sort ( key - only ) & 25.99 ms & 1.29 Gkeys / s & 19.41 ms & 1.73 Gkeys / s & 9.84 ms & 3.40 Gkeys / s Radix sort ( key - value ) & 43.70 ms & 0.77 Gpairs / s & 28.60 ms & 1.17 Gpairs / s & 17.59 ms & 1.90 Gpairs / s Scan - based split ( key - only ) & 5.55 ms & 6.05 Gkeys / s & 4.91 ms & 6.84 Gkeys / s & 3.98 ms & 8.44 Gkeys / s Scan - based split ( key - value ) & 6.96 ms & 4.82 Gpairs / s & 5.97 ms & 5.62 Gpairs / s & 5.13 ms & 6.55 Gpairs / s tabular On the top : CUB ""s"" radix sort ."
DBN,deep belief network,TS-1511,DBN is usually trained by progressively untying the weights in each layer from the weights in higher layers .
PCA,principal component analysis,TS-1512,PCA projects the shapes in the facial space to a lower dimensional uncorrelated parameter space .
ISP,image signal processor,TS-1513,The denoising stage of an ISP is designed to reduce the measurement noise that exists in a raw image due to physical characteristics of the sensor .
ALS,alternating least squares,TS-1514,"Despite the fact that techniques based on matrix factorization ( ALS , BPR ) typically perform best on large recommendation tasks , we find that the neighborhood - based approach ( IIN ) performs best for long - tail local music recommendation ."
VI,variable importance,TS-1515,"These measures have the luxury of leveraging an algorithm ""s"" underlying assumptions and internal architecture for more precise and efficient VI estimation ."
CNN,convolutional neural network,TS-1516,"The relevant regions of CNN correspond to those of SVM and MLP with regard to their location , but are considerably more relevant ( best visible in the total relevance curves in the right part of Figure ) ."
IR,information retrieval,TS-1517,"It combines bug report texts , structured IR and stack traces ( Table ) for source document ranking ."
UE,user equipment,TS-1518,"Therefore , the typical UE is associated with a BS in tier if and only ifwhere , , , denote the transmission power , directivity gain in the serving link and path loss in and tier for ( ) and state ."
AP,affinity propagation,TS-1519,Convergence is achieved in AP if the values of diagonal elements of do not change over a specified number of iterations .
PAA,piecewise aggregation approximation,TS-1520,Both SAX words and PAA output have the similar scheme of ACF to preserve the internal correlation .
HD,hausdorff distance,TS-1521,The SE values by the GDM are closer to zero and the AE and HD values by it remain smaller .
AV,acquaintance vaccination,TS-1522,Acquaintance vaccination ( AV ) implements targeted vaccination using the local contact information and selecting random acquaintance .
GPM,matchinggraph pattern matching,TS-1523,"Graph Pattern MatchingGraph Pattern Matching ( GPM ) is a computational task consisting of matching graph patterns ( P ) against a graph ( G , ref ."
LTE,long term evolution,TS-1524,The approximate LTE rate function described in Section is used in the simulations .
